Nombre,Email,Telefono,Codigo_Postal,ID,Provincia,Estado,Categoria
Antoni Tàpies,a8038259@xtec.cat  ,936541154,08830,8038259,Barcelona,Cataluña,Centro Público
Benviure,a8038223@xtec.cat  ,936540451,08830,8038223,Barcelona,Cataluña,Centro Público
Casablanca,a8025587@xtec.cat  ,936402915,08830,8025587,Barcelona,Cataluña,Centro Público
Joan Bardina,a8025484@xtec.cat  ,936400851,08830,8025484,Barcelona,Cataluña,Centro Privado
Llor,a8032166@xtec.cat  ,936406000,08830,8032166,Barcelona,Cataluña,Centro Privado
Marianao,a8025599@xtec.cat  ,936401163,08830,8025599,Barcelona,Cataluña,Centro Público
Montbaig,a8054061@xtec.cat  ,936401195,08830,8054061,Barcelona,Cataluña,Centro Público
Pedagògium Cos,a8025496@xtec.cat  ,936401066,08830,8025496,Barcelona,Cataluña,Centro Privado
Sant Josep,a8025551@xtec.cat  ,936300530,08830,8025551,Barcelona,Cataluña,Centro Privado
Vedruna Sant Boi,a8025459@xtec.cat  ,936400318,08830,8025459,Barcelona,Cataluña,Centro Privado
Aurora - Zer Alt Lluçanès,a8025666@xtec.cat  ,938578200,08589,8025666,Barcelona,Cataluña,Centro Público
El Pi Gros,  ,,08396,8077034,Barcelona,Cataluña,Centro Público
Josep Pallerola I Roca,  ,,08470,8025770,Barcelona,Cataluña,Centro Público
L¿Avet Roig,a8032622@xtec.cat  ,938673923,08470,8032622,Barcelona,Cataluña,Centro Privado
Soler De Vilardell,a8065305@xtec.cat  ,938672439,08470,8065305,Barcelona,Cataluña,Centro Público
Àgora,a8044429@xtec.cat  ,935902600,08174,8044429,Barcelona,Cataluña,Centro Privado
Catalunya,  ,,08172,8077058,Barcelona,Cataluña,Centro Público
Colegio Japonés De Barcelona,a8041544@xtec.cat  ,935893247,08190,8041544,Barcelona,Cataluña,Centro Privado
"Crea Nova, Creativitat I Innovació",a8074872@xtec.cat  ,,08174,8074872,Barcelona,Cataluña,Centro Privado
Gerbert D'Orlhac,a8059871@xtec.cat  ,935836713,08190,8059871,Barcelona,Cataluña,Centro Público
La Mirada,a8075268@xtec.cat  ,937076770,08173,8075268,Barcelona,Cataluña,Centro Público
Pi D'En Xandri,a8025927@xtec.cat  ,935894201,08190,8025927,Barcelona,Cataluña,Centro Público
Pureza De María,a8026038@xtec.cat  ,936742250,08190,8026038,Barcelona,Cataluña,Centro Privado
Sefardí Hatikva,a8066103@xtec.cat  ,,08195,8066103,Barcelona,Cataluña,Centro Privado
Turó De Can Mates,a8061178@xtec.cat  ,935900203,08195,8061178,Barcelona,Cataluña,Centro Público
Les Vinyes,escolalesvinyes@xtec.cat  ,938970549,08798,8026099,Barcelona,Cataluña,Centro Público
Àgora-Masia Bach,  ,,08635,8069529,Barcelona,Cataluña,Centro Privado
Vinya Del Sastret,ceipvinyadelsastret@gmail.com  ,937798842,08635,8059810,Barcelona,Cataluña,Centro Público
Jaume Balmes,a8026208@xtec.cat  ,938662630,08182,8026208,Barcelona,Cataluña,Centro Público
Bon Salvador,a8026269@xtec.cat  ,936661713,08980,8026269,Barcelona,Cataluña,Centro Privado
Josep Monmany Amat,escola-monmany@xtec.cat  ,936853046,08980,8026373,Barcelona,Cataluña,Centro Público
Mestral,a8026282@xtec.cat  ,936661428,08980,8026282,Barcelona,Cataluña,Centro Privado
Nadal,a8026211@xtec.cat  ,936855243,08980,8026211,Barcelona,Cataluña,Centro Público
Salvador Espriu,a8035994@xtec.cat  ,936663852,08980,8035994,Barcelona,Cataluña,Centro Público
Els Roures - Zer Gavarresa,a8026415@xtec.cat  ,938139007,08279,8026415,Barcelona,Cataluña,Centro Público
Joaquim Abril,ceipjoaquimabril@xtec.cat  ,935793250,08105,8026154,Barcelona,Cataluña,Centro Público
Monsenyor Gibert,a8026464@xtec.cat  ,938760297,08272,8026464,Barcelona,Cataluña,Centro Público
Pla Del Puig,a8065251@xtec.cat  ,938761974,08272,8065251,Barcelona,Cataluña,Centro Público
Voltregà,  ,,08512,8077113,Barcelona,Cataluña,Centro Público
Ametllers,escolametllers@xtec.cat  ,938765167,08250,8062778,Barcelona,Cataluña,Centro Público
Joncadella,a8026725@xtec.cat  ,938727707,08250,8026725,Barcelona,Cataluña,Centro Público
Espai 3,a8041684@xtec.cat  ,933732404,08970,8041684,Barcelona,Cataluña,Centro Público
Joan Perich I Valls,a8026671@xtec.cat  ,934773115,08970,8026671,Barcelona,Cataluña,Centro Público
Roser Capdevila,a8071147@xtec.cat  ,933734001,08970,8071147,Barcelona,Cataluña,Centro Público
Sant Salvador,a8029015@xtec.cat  ,938248177,08698,8029015,Barcelona,Cataluña,Centro Público
Bellpuig,ceipbellpuig@xtec.cat  ,938887701,08504,8026786,Barcelona,Cataluña,Centro Público
Canigó,a8032580@xtec.cat  ,933713336,08960,8032580,Barcelona,Cataluña,Centro Público
Madre Sacramento,a8026841@xtec.cat  ,933711164,08960,8026841,Barcelona,Cataluña,Centro Privado
Montserrat,a8026816@xtec.cat  ,933711174,08960,8026816,Barcelona,Cataluña,Centro Público
Josep Gras,a8026919@xtec.cat  ,937140234,08212,8026919,Barcelona,Cataluña,Centro Público
Valldeneu,a8064829@xtec.cat  ,938441740,08592,8064829,Barcelona,Cataluña,Centro Público
Jaume Balmes,a8027018@xtec.cat  ,938991254,08731,8027018,Barcelona,Cataluña,Centro Público
Les Basseroles,a8041714@xtec.cat  ,938871203,08554,8041714,Barcelona,Cataluña,Centro Público
El Pi,a8027110@xtec.cat  ,938960295,08810,8027110,Barcelona,Cataluña,Centro Público
Espai Obert La Serra,a8074550@xtec.cat  ,938964488,08810,8074550,Barcelona,Cataluña,Centro Privado
Riera De Ribes,a8058362@xtec.cat  ,938961585,08810,8058362,Barcelona,Cataluña,Centro Público
Sant Jeroni,a8027146@xtec.cat  ,938997849,08776,8027146,Barcelona,Cataluña,Centro Público
Josep Maria Xandri,  ,,08572,8076984,Barcelona,Cataluña,Centro Público
Vilamagore,  ,,08458,8063849,Barcelona,Cataluña,Centro Público
Renaixença,a8039288@xtec.cat  ,938178013,08773,8039288,Barcelona,Cataluña,Centro Público
Antoni Grau Minguell,  ,,08777,8027237,Barcelona,Cataluña,Centro Público
Segimon Comas,a8027249@xtec.cat  ,938550397,08580,8027249,Barcelona,Cataluña,Centro Público
Lola Anglada,a8067201@xtec.cat  ,937212677,08192,8067201,Barcelona,Cataluña,Centro Público
Onze De Setembre,  ,,08192,8077061,Barcelona,Cataluña,Centro Público
Taula Rodona,a8060484@xtec.cat  ,937219936,08192,8060484,Barcelona,Cataluña,Centro Público
Jacint Verdaguer,a8071238@xtec.cat  ,938913952,08770,8071238,Barcelona,Cataluña,Centro Público
Sant Josep,a8027331@xtec.cat  ,938183410,08770,8027331,Barcelona,Cataluña,Centro Privado
Montserrat,a8017992@xtec.cat  ,938354040,08253,8017992,Barcelona,Cataluña,Centro Público
Puigsoler,a8065263@xtec.cat  ,938332244,08295,8065263,Barcelona,Cataluña,Centro Público
Sant Jordi,a8032592@xtec.cat  ,937912319,08394,8032592,Barcelona,Cataluña,Centro Público
Lloriana,a8028709@xtec.cat  ,938593992,08571,8028709,Barcelona,Cataluña,Centro Público
La Guàrdia,a8038284@xtec.cat  ,936561295,08620,8038284,Barcelona,Cataluña,Centro Público
La Vinyala,ceiplavinyala@xtec.cat  ,936723034,08620,8028591,Barcelona,Cataluña,Centro Público
Sant Antoni,ceipsantantoni@xtec.cat  ,936565752,08620,8041131,Barcelona,Cataluña,Centro Público
Sant Josep,escolasantjosep@xtec.cat  ,936724739,08620,8035350,Barcelona,Cataluña,Centro Público
Santa Agnès De Malanyanes,a8067120@xtec.cat  ,938420940,08430,8067120,Barcelona,Cataluña,Centro Público
Montpedrós,  ,,08690,8027407,Barcelona,Cataluña,Centro Público
Antoni Gaudí,a8035519@xtec.cat  ,933867864,08923,8035519,Barcelona,Cataluña,Centro Público
Banús,a8033341@xtec.cat  ,933863071,08923,8033341,Barcelona,Cataluña,Centro Público
Fedac - Santa Coloma,a8027729@xtec.cat  ,933861031,08922,8027729,Barcelona,Cataluña,Centro Privado
Fray Luis De León,a8032300@xtec.cat  ,934660287,08922,8032300,Barcelona,Cataluña,Centro Público
Jaume Salvatella,a8027985@xtec.cat  ,934682920,08924,8027985,Barcelona,Cataluña,Centro Público
Les Neus,a8027560@xtec.cat  ,933923651,08922,8027560,Barcelona,Cataluña,Centro Privado
Lluís Millet,a8027936@xtec.cat  ,933913351,08924,8027936,Barcelona,Cataluña,Centro Público
Manent Rambla,a8027766@xtec.cat  ,933861301,08921,8027766,Barcelona,Cataluña,Centro Privado
Miguel De Unamuno,a8032312@xtec.cat  ,933868262,08923,8032312,Barcelona,Cataluña,Centro Público
Pallaresa,a8076480@xtec.cat  ,,08923,8076480,Barcelona,Cataluña,Centro Público
Riera Alta,a8070143@xtec.cat  ,933911338,08921,8070143,Barcelona,Cataluña,Centro Público
Sagrada Família,a8036101@xtec.cat  ,933917902,08924,8036101,Barcelona,Cataluña,Centro Público
Santa Coloma,a8069751@xtec.cat  ,933852270,08922,8069751,Barcelona,Cataluña,Centro Público
Serra De Marina,a8045574@xtec.cat  ,933866667,08921,8045574,Barcelona,Cataluña,Centro Público
Tanit,a8059767@xtec.cat  ,934663506,08923,8059767,Barcelona,Cataluña,Centro Público
Virgen Del Carmen,a8027754@xtec.cat  ,933862058,08922,8027754,Barcelona,Cataluña,Centro Privado
Jacint Verdaguer,a8028059@xtec.cat  ,938833150,08507,8028059,Barcelona,Cataluña,Centro Público
El Roure Gros,a8028072@xtec.cat  ,938830101,08505,8028072,Barcelona,Cataluña,Centro Público
Antoni Gaudí,a8057734@xtec.cat  ,938044549,08710,8057734,Barcelona,Cataluña,Centro Público
Montbou,a8028163@xtec.cat  ,938041003,08710,8028163,Barcelona,Cataluña,Centro Público
Les Mimoses,a8028345@xtec.cat  ,935791908,08106,8028345,Barcelona,Cataluña,Centro Público
Fontmartina,a8028424@xtec.cat  ,938480028,08460,8028424,Barcelona,Cataluña,Centro Público
Matagalls,escolamatagalls@xtec.cat  ,938481229,08460,8062811,Barcelona,Cataluña,Centro Público
Bernat De Mogoda,a8034461@xtec.cat  ,935601165,08130,8034461,Barcelona,Cataluña,Centro Público
La Florida,a8028436@xtec.cat  ,935603218,08130,8028436,Barcelona,Cataluña,Centro Público
Santa Perpètua,a8028497@xtec.cat  ,935603054,08130,8028497,Barcelona,Cataluña,Centro Público
Santiga,  ,,08130,8077459,Barcelona,Cataluña,Centro Público
La Serreta,a8066334@xtec.cat  ,938274061,08251,8066334,Barcelona,Cataluña,Centro Público
Riu D'Or,a8025058@xtec.cat  ,938321763,08251,8025058,Barcelona,Cataluña,Centro Público
Corazón Inmaculado De María,a8041854@xtec.cat  ,937153408,08181,8041854,Barcelona,Cataluña,Centro Privado
Nuestra Señora Del Pilar,a8029003@xtec.cat  ,937150084,08181,8029003,Barcelona,Cataluña,Centro Privado
Agnès De Sitges,ceip-agnesdesitges@xtec.cat  ,938114654,08870,8062833,Barcelona,Cataluña,Centro Público
Escola Pia De Sitges,a8029076@xtec.cat  ,938949534,08870,8029076,Barcelona,Cataluña,Centro Privado
Maria Ossó,a8053583@xtec.cat  ,938940713,08870,8053583,Barcelona,Cataluña,Centro Público
Fedac-Súria,a8029258@xtec.cat  ,938694173,08260,8029258,Barcelona,Cataluña,Centro Privado
Salipota,a8029209@xtec.cat  ,938682216,08260,8029209,Barcelona,Cataluña,Centro Público
Sant Genís-Santa Agnès,a8029313@xtec.cat  ,938126015,08552,8029313,Barcelona,Cataluña,Centro Privado
Abat Marcet,a8051306@xtec.cat  ,937880537,08225,8051306,Barcelona,Cataluña,Centro Público
Airina,a8029601@xtec.cat  ,937834555,08221,8029601,Barcelona,Cataluña,Centro Privado
Antoni Ubach I Soler,a8030224@xtec.cat  ,937857637,08222,8030224,Barcelona,Cataluña,Centro Público
Auró,a8030285@xtec.cat  ,937837549,08223,8030285,Barcelona,Cataluña,Centro Público
Cultura Pràctica,a8030017@xtec.cat  ,937832588,08221,8030017,Barcelona,Cataluña,Centro Privado
Egara,a8030078@xtec.cat  ,937839587,08222,8030078,Barcelona,Cataluña,Centro Privado
El Vallès,a8038326@xtec.cat  ,937809940,08224,8038326,Barcelona,Cataluña,Centro Público
Enxaneta,a8058465@xtec.cat  ,937349425,08225,8058465,Barcelona,Cataluña,Centro Público
Font De L'Alba,a8043437@xtec.cat  ,937353212,08226,8043437,Barcelona,Cataluña,Centro Público
Francesc Aldea I Pérez,a8041246@xtec.cat  ,937842007,08228,8041246,Barcelona,Cataluña,Centro Público
Gresol,  ,,08226,8029957,Barcelona,Cataluña,Centro Privado
Joan Marquès I Casals,a8034485@xtec.cat  ,937839560,08226,8034485,Barcelona,Cataluña,Centro Público
Joaquima De Vedruna Terrassa,a8029611@xtec.cat  ,937860146,08227,8029611,Barcelona,Cataluña,Centro Privado
La Nova Electra,a8064143@xtec.cat  ,937349760,08226,8064143,Barcelona,Cataluña,Centro Público
Lanaspa-Giralt,a8039665@xtec.cat  ,937331657,08221,8039665,Barcelona,Cataluña,Centro Público
Les Arenes,a8061774@xtec.cat  ,937833424,08227,8061774,Barcelona,Cataluña,Centro Público
Mare De Déu De Montserrat,a8038314@xtec.cat  ,937850999,08227,8038314,Barcelona,Cataluña,Centro Público
Maria Auxiliadora,a8029775@xtec.cat  ,937882065,08224,8029775,Barcelona,Cataluña,Centro Privado
Martí,a8029751@xtec.cat  ,937354413,08226,8029751,Barcelona,Cataluña,Centro Privado
Pere Viver,a8076601@xtec.cat  ,,08221,8076601,Barcelona,Cataluña,Centro Público
Petit Estel - La Nova,a8030054@xtec.cat  ,937852786,08221,8030054,Barcelona,Cataluña,Centro Privado
Ramon Pont,a8030091@xtec.cat  ,937857639,08222,8030091,Barcelona,Cataluña,Centro Privado
Roc Alabern,a8067235@xtec.cat  ,937809040,08224,8067235,Barcelona,Cataluña,Centro Público
Sagrat Cor De Jesús,a8029881@xtec.cat  ,937862816,08223,8029881,Barcelona,Cataluña,Centro Privado
Sala I Badrinas,  ,,08222,8076820,Barcelona,Cataluña,Centro Público
Sant Domènec Savio,a8029763@xtec.cat  ,937336013,08224,8029763,Barcelona,Cataluña,Centro Privado
Sant Llorenç Del Munt,a8051318@xtec.cat  ,936932700,08227,8051318,Barcelona,Cataluña,Centro Público
Serra De L'Obac,a8065512@xtec.cat  ,937364540,08225,8065512,Barcelona,Cataluña,Centro Público
Vedruna Vall Terrassa,a8030111@xtec.cat  ,937802933,08221,8030111,Barcelona,Cataluña,Centro Privado
Tiziana,escolatiziana@xtec.cat  ,934655464,08391,8070799,Barcelona,Cataluña,Centro Público
L'Era De Dalt,a8030421@xtec.cat  ,938870901,08551,8030421,Barcelona,Cataluña,Centro Público
Vedruna Tona,a8030431@xtec.cat  ,938124762,08551,8030431,Barcelona,Cataluña,Centro Privado
D'Hortsavinyà,a8059093@xtec.cat  ,937443327,08490,8059093,Barcelona,Cataluña,Centro Público
La Roureda,a8064222@xtec.cat  ,937650803,08490,8064222,Barcelona,Cataluña,Centro Público
Vedruna Tordera,a8030509@xtec.cat  ,937640197,08490,8030509,Barcelona,Cataluña,Centro Privado
Marta Mata,  ,,08570,8066383,Barcelona,Cataluña,Centro Público
Rocaprevera,a8030534@xtec.cat  ,938590630,08570,8030534,Barcelona,Cataluña,Centro Privado
Vall Del Ges,a8030522@xtec.cat  ,938593941,08570,8030522,Barcelona,Cataluña,Centro Público
Can Coll,a8061622@xtec.cat  ,936892974,08629,8061622,Barcelona,Cataluña,Centro Público
Serralavella,a8030662@xtec.cat  ,937886566,08231,8030662,Barcelona,Cataluña,Centro Público
Pau Casals,a8030686@xtec.cat  ,938280106,08299,8030686,Barcelona,Cataluña,Centro Público
Serrat Voltor - Zer Alt Berguedà,a8030728@xtec.cat  ,938227666,08699,8030728,Barcelona,Cataluña,Centro Público
Jaume Ferran I Clua,a8026087@xtec.cat  ,935896662,08197,8026087,Barcelona,Cataluña,Centro Público
Waldorf,a8072772@xtec.cat  ,671369041,08471,8072772,Barcelona,Cataluña,Centro Privado
Els Tres Pins,  ,,08188,8077022,Barcelona,Cataluña,Centro Público
Andersen,ceipandersen@xtec.cat  ,938851795,08500,8057102,Barcelona,Cataluña,Centro Público
Dominiques Vic,a8030881@xtec.cat  ,938832552,08500,8030881,Barcelona,Cataluña,Centro Privado
Guillem De Mont-Rodon,a8057096@xtec.cat  ,938861541,08500,8057096,Barcelona,Cataluña,Centro Público
La Sínia,a8067818@xtec.cat  ,938834342,08500,8067818,Barcelona,Cataluña,Centro Público
Sant Miquel Dels Sants,a8030959@xtec.cat  ,938861244,08500,8030959,Barcelona,Cataluña,Centro Privado
Vedruna Escorial Vic,  ,,08500,8030947,Barcelona,Cataluña,Centro Privado
Serra De Picamill - Zer Berguedà Centre,a8031046@xtec.cat  ,938238180,08613,8031046,Barcelona,Cataluña,Centro Público
Can Palmer,a8042834@xtec.cat  ,936581981,08840,8042834,Barcelona,Cataluña,Centro Público
El Garrofer,a8031204@xtec.cat  ,936580934,08840,8031204,Barcelona,Cataluña,Centro Público
Germans Amat I Targa,a8039380@xtec.cat  ,936589653,08840,8039380,Barcelona,Cataluña,Centro Público
Marta Mata,a8059721@xtec.cat  ,936588377,08840,8059721,Barcelona,Cataluña,Centro Público
Miquel Martí I Pol,a8062948@xtec.cat  ,936357660,08840,8062948,Barcelona,Cataluña,Centro Público
Pau Casals,a8032750@xtec.cat  ,936582512,08840,8032750,Barcelona,Cataluña,Centro Público
Sant Gabriel,a8031231@xtec.cat  ,936581750,08840,8031231,Barcelona,Cataluña,Centro Privado
Teide,a8043553@xtec.cat  ,936581953,08840,8043553,Barcelona,Cataluña,Centro Privado
Rosella,a8031061@xtec.cat  ,937340001,08232,8031061,Barcelona,Cataluña,Centro Público
Dolors Piera,escoladolorspiera@xtec.cat  ,938175746,08720,8064738,Barcelona,Cataluña,Centro Público
Josep Baltà I Elias,a8031332@xtec.cat  ,938172877,08720,8031332,Barcelona,Cataluña,Centro Público
Montagut,a8031356@xtec.cat  ,938903222,08720,8031356,Barcelona,Cataluña,Centro Privado
Sant Josep,a8031371@xtec.cat  ,938902850,08720,8031371,Barcelona,Cataluña,Centro Privado
Vedruna Vilafranca Del Penedès,a8031381@xtec.cat  ,938920242,08720,8031381,Barcelona,Cataluña,Centro Privado
Les Roques,a8031290@xtec.cat  ,938847005,08519,8031290,Barcelona,Cataluña,Centro Público
Marta Mata,martamata@martamataescola.cat  ,938070846,08788,8063795,Barcelona,Cataluña,Centro Público
La Falguera,escolalafalguera@gmail.com  ,938458426,08410,8061026,Barcelona,Cataluña,Centro Público
Torrescasana,a8030595@xtec.cat  ,938011122,08786,8030595,Barcelona,Cataluña,Centro Público
Cossetània,a8043917@xtec.cat  ,938933899,08800,8043917,Barcelona,Cataluña,Centro Público
El Cim,a8031496@xtec.cat  ,938930280,08800,8031496,Barcelona,Cataluña,Centro Privado
Escola Pia De Vilanova I La Geltrú,a8031538@xtec.cat  ,938150875,08800,8031538,Barcelona,Cataluña,Centro Privado
Ítaca,a8061051@xtec.cat  ,936571185,08800,8061051,Barcelona,Cataluña,Centro Público
L'Aragai,a8034497@xtec.cat  ,938153078,08800,8034497,Barcelona,Cataluña,Centro Público
Llebetx,a8043929@xtec.cat  ,938153745,08800,8043929,Barcelona,Cataluña,Centro Público
Pompeu Fabra,a8031472@xtec.cat  ,938154044,08800,8031472,Barcelona,Cataluña,Centro Público
Sant Jordi,a8061041@xtec.cat  ,938140227,08800,8061041,Barcelona,Cataluña,Centro Público
Volerany,a8065275@xtec.cat  ,938149100,08800,8065275,Barcelona,Cataluña,Centro Público
La Immaculada,a8026491@xtec.cat  ,937532958,08339,8026491,Barcelona,Cataluña,Centro Privado
Del Mar,a8040060@xtec.cat  ,937590890,08340,8040060,Barcelona,Cataluña,Centro Público
La Presentació De La Mare De Déu,a8026762@xtec.cat  ,937591687,08340,8026762,Barcelona,Cataluña,Centro Privado
Vaixell Burriac,a8041696@xtec.cat  ,937590185,08340,8041696,Barcelona,Cataluña,Centro Público
Comtes De Lacambra,a8020701@xtec.cat  ,938592829,08509,8020701,Barcelona,Cataluña,Centro Público
Vilademany,b7000032@xtec.cat  ,972232489,17181,17000032,Gerona,Cataluña,Centro Público
La Branca - Zer Montgrí,b7000056@xtec.cat  ,972788220,17136,17000056,Gerona,Cataluña,Centro Público
Gaspar De Queralt,b7000093@xtec.cat  ,972430795,17170,17000093,Gerona,Cataluña,Centro Público
Pompeu Fabra,b7000135@xtec.cat  ,972423362,17160,17000135,Gerona,Cataluña,Centro Público
Vedruna Arbúcies,b7000184@xtec.cat  ,972860051,17401,17000184,Gerona,Cataluña,Centro Privado
Gonçal Comellas,b7000251@xtec.cat  ,972546301,17742,17000251,Gerona,Cataluña,Centro Público
Can Puig,b7005182@xtec.cat  ,972574465,17820,17005182,Gerona,Cataluña,Centro Público
De La Vila Baldiri Reixac,b7000342@xtec.cat  ,972570660,17820,17000342,Gerona,Cataluña,Centro Público
Pla De L'Ametller,b7000329@xtec.cat  ,972571528,17820,17000329,Gerona,Cataluña,Centro Público
Doctor Arruga,b7000263@xtec.cat  ,972624114,17255,17000263,Gerona,Cataluña,Centro Público
Salvador Vilarrasa,iebesalu@xtec.cat  ,972590109,17850,17009801,Gerona,Cataluña,Centro Público
Manuel De Pedrolo - Zer Les Salines,b7004293@xtec.cat  ,972529291,17723,17004293,Gerona,Cataluña,Centro Público
Cor De Maria,b7000482@xtec.cat  ,972333087,17300,17000482,Gerona,Cataluña,Centro Privado
Mossèn Joan Batlle,b7000548@xtec.cat  ,972331087,17300,17000548,Gerona,Cataluña,Centro Público
Pinya De Rosa,b7007828@xtec.cat  ,972336615,17300,17007828,Gerona,Cataluña,Centro Público
Sa Forcanera,b7008274@xtec.cat  ,972353629,17300,17008274,Gerona,Cataluña,Centro Público
Santa Cecília - Zer Les Salines,b7000603@xtec.cat  ,972569127,17723,17000603,Gerona,Cataluña,Centro Público
Sant Jordi,b7000123@xtec.cat  ,972421070,17164,17000123,Gerona,Cataluña,Centro Público
Sant Andreu De Borrassà,b7000573@xtec.cat  ,972525395,17770,17000573,Gerona,Cataluña,Centro Público
Montseny,  ,,17400,17010921,Gerona,Cataluña,Centro Público
Caritat Serinyana,b7000627@xtec.cat  ,972251108,17488,17000627,Gerona,Cataluña,Centro Público
La Benaula,ceiplabenaula@xtec.cat  ,972480056,17455,17008781,Gerona,Cataluña,Centro Público
Pere Rosselló,b7000688@xtec.cat  ,972660285,17251,17000688,Gerona,Cataluña,Centro Público
Pirineu,b7000731@xtec.cat  ,972730196,17530,17000731,Gerona,Cataluña,Centro Público
Els Dòlmens - Zer Requesens,b7000822@xtec.cat  ,972549137,17750,17000822,Gerona,Cataluña,Centro Público
La Salle De Cassà,b7000858@xtec.cat  ,972460261,17244,17000858,Gerona,Cataluña,Centro Privado
Fanals D'Aro,escolafanalsdaro@xtec.cat  ,972829800,17250,17009278,Gerona,Cataluña,Centro Público
Castellroc,b7000861@xtec.cat  ,972294128,17856,17000861,Gerona,Cataluña,Centro Público
Joana D'Empúries,b7007907@xtec.cat  ,972158606,17486,17007907,Gerona,Cataluña,Centro Público
L'Aulet,ceiplaulet@xtec.cat  ,972492305,17460,17000913,Gerona,Cataluña,Centro Público
L'Aixart,b7000925@xtec.cat  ,972496161,17464,17000925,Gerona,Cataluña,Centro Público
Puig D'Esquers - Zer Cap De Creus,b7000950@xtec.cat  ,972389010,17469,17000950,Gerona,Cataluña,Centro Público
La Vall Del Terri,b7000986@xtec.cat  ,972594120,17844,17000986,Gerona,Cataluña,Centro Público
Les Gavarres - Zer Empordanet-Gavarres,b7001024@xtec.cat  ,972640569,17116,17001024,Gerona,Cataluña,Centro Público
Taialà,b7003422@xtec.cat  ,972216637,17007,17003422,Gerona,Cataluña,Centro Público
Verntallat,b7004001@xtec.cat  ,972693209,17178,17004001,Gerona,Cataluña,Centro Público
El Bruel,  ,,17486,17008663,Gerona,Cataluña,Centro Público
Antoni Balmanya - Zer Requesens,b7001085@xtec.cat  ,972563463,17753,17001085,Gerona,Cataluña,Centro Público
Amistat,b7008006@xtec.cat  ,972502683,17600,17008006,Gerona,Cataluña,Centro Público
Carme Guasch I Darné,escolacarmeguaschidarne@xtec.cat  ,972512422,17600,17008808,Gerona,Cataluña,Centro Público
Escolàpies Figueres,b7001206@xtec.cat  ,972500731,17600,17001206,Gerona,Cataluña,Centro Privado
Josep Pallach,b7004891xtec.cat  ,972509653,17600,17004891,Gerona,Cataluña,Centro Público
La Salle,b7001191@xtec.cat  ,972500812,17600,17001191,Gerona,Cataluña,Centro Privado
Montessori-Palau,b7009965@xtec.cat  ,,17600,17009965,Gerona,Cataluña,Centro Privado
Salvador Dalí,b7001103@xtec.cat  ,972501191,17600,17001103,Gerona,Cataluña,Centro Público
Les Moreres,ceiplesmoreres@xtec.cat  ,972488016,17463,17001292,Gerona,Cataluña,Centro Público
Forn D'Anells,b7001346@xtec.cat  ,972476331,17458,17001346,Gerona,Cataluña,Centro Público
Teresa De Pallejà,b7001361@xtec.cat  ,972534149,17469,17001361,Gerona,Cataluña,Centro Público
Joaquim Gifré,b7001383@xtec.cat  ,972530113,17780,17001383,Gerona,Cataluña,Centro Público
Àgora,b7001838@xtec.cat  ,972239942,17005,17001838,Gerona,Cataluña,Centro Público
Balandrau,b7010049@xtec.cat  ,972942152,17007,17010049,Gerona,Cataluña,Centro Público
Carme Auguet,b7001887@xtec.cat  ,972212745,17007,17001887,Gerona,Cataluña,Centro Público
Doctor Masmitjà,b7001541@xtec.cat  ,972203683,17002,17001541,Gerona,Cataluña,Centro Privado
Eiximenis,b7001425@xtec.cat  ,972202974,17001,17001425,Gerona,Cataluña,Centro Público
Fedac - Sant Narcís,b7001565@xtec.cat  ,972233212,17005,17001565,Gerona,Cataluña,Centro Privado
Josep Dalmau I Carles,b7001930@xtec.cat  ,972237037,17005,17001930,Gerona,Cataluña,Centro Público
Marta Mata,b7006721@xtec.cat  ,972396523,17003,17006721,Gerona,Cataluña,Centro Público
Montessori-Palau,b7001863@xtec.cat  ,972417676,17003,17001863,Gerona,Cataluña,Centro Privado
Montjuïc,b7001486@xtec.cat  ,972200637,17007,17001486,Gerona,Cataluña,Centro Público
Pericot,b7008675@xtec.cat  ,972228524,17003,17008675,Gerona,Cataluña,Centro Público
Santa Eugènia,b7004335@xtec.cat  ,972233988,17005,17004335,Gerona,Cataluña,Centro Público
Verd,b7001462@xtec.cat  ,972202399,17002,17001462,Gerona,Cataluña,Centro Público
Cor De Maria,b7000421@xtec.cat  ,972640162,17100,17000421,Gerona,Cataluña,Centro Privado
Joan De Margarit,b7000411@xtec.cat  ,972640236,17100,17000411,Gerona,Cataluña,Centro Público
Juncadella,ceip-juncadella@xtec.cat  ,972421605,17165,17003781,Gerona,Cataluña,Centro Público
Empordanet-Gavarres,b7009473@xtec.cat  ,972488540,17120,17009473,Gerona,Cataluña,Centro Público
Castell Cabrera - Zer Les Salines,  ,,17707,17007294,Gerona,Cataluña,Centro Público
Fluvianets,b7000241@xtec.cat  ,972520502,17472,17000241,Gerona,Cataluña,Centro Público
La Bòbila,b7008882@xtec.cat  ,972682540,17178,17008882,Gerona,Cataluña,Centro Público
L'Esculapi,b7008481@xtec.cat  ,972776764,17130,17008481,Gerona,Cataluña,Centro Público
Montserrat Vayreda I Trullol,b7002028@xtec.cat  ,972565301,17745,17002028,Gerona,Cataluña,Centro Público
Puig De Les Cadiretes,b7009138@xtec.cat  ,972831487,17240,17009138,Gerona,Cataluña,Centro Público
De Llers,b7002089@xtec.cat  ,972528207,17730,17002089,Gerona,Cataluña,Centro Público
