Nombre,Email,Telefono,Codigo_Postal,Codeigo_Escuela
Denominación específica: BAMBI,Dirección de correo electrónico: eibambi@yahoo.es  ,Teléfono: 963735598,Código postal: 46005,46024242
Denominación específica: BAMBINI 2,Dirección de correo electrónico: bambini2@ceibambini.com  ,Teléfono: 963504471,Código postal: 46005,46034171
Denominación específica: BAMBY-ABADE 2,Dirección de correo electrónico: info@bambyabade.es  ,Teléfono: 963698051,Código postal: 46010,46034028
Denominación específica: BETERÓ,Dirección de correo electrónico: ceibetero@passetapasset.org  ,Teléfono: 963563423,Código postal: 46022,46024941
Denominación específica: BRESSOL-BENIMACLET,Dirección de correo electrónico: info@escolabressol.net  ,Teléfono: 963626914,Código postal: 46020,46021873
Denominación específica: CASA CARIDAD AVENIDA ECUADOR,Dirección de correo electrónico: ceibenicalap@casacaridad.com  ,Teléfono: 961249127,Código postal: 46025,46035197
Denominación específica: CASA DE LA CARIDAD,Dirección de correo electrónico: escuelainfantil@casacaridad.com  ,Teléfono: 963911726,Código postal: 46008,46024552
Denominación específica: CHISPA,Dirección de correo electrónico: eichispa@hotmail.es  ,Teléfono: 963663457,Código postal: 46019,46029801
Denominación específica: COTÓ,Dirección de correo electrónico: cotoescuelainfantil@gmail.com  ,Teléfono: 963655158,Código postal: 46009,46030746
Denominación específica: DÁLMATAS,Dirección de correo electrónico: einfantildalmatas@yahoo.es  ,Teléfono: 963698330,Código postal: 46021,46021988
Denominación específica: DINO SCHOOL-BENIMACLET,Dirección de correo electrónico: benimaclet@dinoschool.es  ,Teléfono: 963694876,Código postal: 46020,46030576
Denominación específica: DU-DU-A,Dirección de correo electrónico: ceidudua@gmail.com  ,Teléfono: 963555060,Código postal: 46022,46024850
Denominación específica: EL CABIROL,Dirección de correo electrónico: elcabirol@hotmail.com  ,Teléfono: 963570245,Código postal: 46014,46021885
Denominación específica: EL CASTILLO,Dirección de correo electrónico: info@escuelainfantilelcastillo.com  ,Teléfono: 963821785,Código postal: 46008,46021642
Denominación específica: EL COLE,Dirección de correo electrónico: elcoleolivereta@yahoo.es  ,Teléfono: 963599218,Código postal: 46014,46024254
Denominación específica: EL ESCONDITE INGLÉS,Dirección de correo electrónico: kinder.waksman@gmail.com  ,Teléfono: 661054603,Código postal: 46013,46032573
Denominación específica: EL TREN,Dirección de correo electrónico: escuelainfantileltren@hotmail.es  ,Teléfono: 963473375,Código postal: 46009,46015344
Denominación específica: EL VALLE,Dirección de correo electrónico: pilar@escuelainfantilelvalle.com  ,Teléfono: 963385888,Código postal: 46015,46031222
Denominación específica: EL VALLE 2,Dirección de correo electrónico: pilar@escuelainfantilelvalle.com  ,Teléfono: 963406226,Código postal: 46015,46029276
Denominación específica: ESPAI NATURAL,Dirección de correo electrónico: escuelanaturaljorda@gmail.com  ,Teléfono: 642312200,Código postal: 46006,46036840
Denominación específica: EXPLORA,Dirección de correo electrónico: ceiexplora@gmail.com  ,Teléfono: 963499487,Código postal: 46015,46034600
Denominación específica: FANTASY SCHOOL,Dirección de correo electrónico: fantasyschool@hotmail.com  ,Teléfono: 963462297,Código postal: 46009,46028351
Denominación específica: FEBES 2,Dirección de correo electrónico: info@febes.es  ,Teléfono: 960656953,Código postal: 46014,46036724
Denominación específica: GARABATOS,Dirección de correo electrónico: info@garabatosvalencia.com  ,Teléfono: 963488253,Código postal: 46009,46025593
Denominación específica: GLOBITOS 2,Dirección de correo electrónico: eiglobitos@gmail.com  ,Teléfono: 961330806,Código postal: 46017,46032342
Denominación específica: ILLES BALEARS,Dirección de correo electrónico: baleares@centrosinfantiles.com  ,Teléfono: 963375429,Código postal: 46023,46031398
Denominación específica: INFANTES,Dirección de correo electrónico: escuelainfantes@gmail.com  ,Teléfono: 651441773,Código postal: 46011,46028107
Denominación específica: JARDÍN DE SERRERIA,Dirección de correo electrónico: serreria@colegios-sigloxxi.com  ,Teléfono: 963300665,Código postal: 46022,46025702
Denominación específica: LA AURORA 3,Dirección de correo electrónico: correo@ei-laaurora.com  ,Teléfono: 963217700,Código postal: 46008,46032494
Denominación específica: LA PAZ,Dirección de correo electrónico: e.infantil-lapaz@hotmail.com  ,Teléfono: 963493434,Código postal: 46025,46027978
Denominación específica: LA SENYERA,Dirección de correo electrónico: lasenyera@ei-laaurora.com  ,Teléfono: 963659363,Código postal: 46019,46025805
Denominación específica: LÁPICES I,Dirección de correo electrónico: lapicesvicentebranchat@escuelas-infantiles.com  ,Teléfono: 963705101,Código postal: 46018,46032263
Denominación específica: LÁPICES IV,Dirección de correo electrónico: granvia@escuelas-infantiles.com  ,Teléfono: 963322333,Código postal: 46008,46030783
Denominación específica: LITTLE FRIENDS,Dirección de correo electrónico: direccionlittlefriends@gmail.com  ,Teléfono: 963215650,Código postal: 46008,46031556
Denominación específica: LLAVORETES,Dirección de correo electrónico: eillavoretes@gmail.com  ,Teléfono: 960150746,Código postal: 46021,46034065
Denominación específica: MARNI II,Dirección de correo electrónico: secretaria@marni.es  ,Teléfono: 963650832,Código postal: 46019,46026433
Denominación específica: MI KITA,Dirección de correo electrónico: mikitaalemana@gmail.com  ,Teléfono: 645800075,Código postal: 46010,46031192
Denominación específica: MI PEQUEÑO MUNDO,Dirección de correo electrónico: info@mipequenomundo.org  ,Teléfono: 653854995,Código postal: 46021,46033474
Denominación específica: MY HOUSE,Dirección de correo electrónico: myhousevalencia@yahoo.es  ,Teléfono: 963122343,Código postal: 46010,46029823
Denominación específica: NEMOMARLÍN NOU MOLES,Dirección de correo electrónico: noumoles@escuelanemomarlin.com  ,Teléfono: 962057410,Código postal: 46018,46030369
Denominación específica: PARC CENTRAL COOPERATIVA VALENCIANA,Dirección de correo electrónico: parccentral@hotmail.com  ,Teléfono: 963341733,Código postal: 46006,46025921
Denominación específica: PASITOS,Dirección de correo electrónico: info@escuelapasitos.com  ,Teléfono: 961198600,Código postal: 46009,46032949
Denominación específica: PEKAS,Dirección de correo electrónico: inmapekas@gmail.com  ,Teléfono: 616786656,Código postal: 46009,46025118
Denominación específica: PEKES DE LA OLIVERETA,Dirección de correo electrónico: pekesdelaolivereta@gmail.com  ,Teléfono: 961355562,Código postal: 46018,46029252
Denominación específica: PEÚCOS,Dirección de correo electrónico: info@ceipeucos.com  ,Teléfono: 607385777,Código postal: 46025,46027981
Denominación específica: PIPO 2,Dirección de correo electrónico: info@escuelainfantilpipo.es  ,Teléfono: 961933855,Código postal: 46025,46032901
Denominación específica: PIRATAS,Dirección de correo electrónico: ceipiratasvlc@gmail.com  ,Teléfono: 655358214,Código postal: 46015,46036888
Denominación específica: PITUS ABASTOS,Dirección de correo electrónico: direccion@centrospitus.es  ,Teléfono: 963858788,Código postal: 46008,46026470
Denominación específica: QUART 24,Dirección de correo electrónico: info@lespetits.es  ,Teléfono: 673809645,Código postal: 46002,46032871
Denominación específica: RUZAFA MONTESSORI,Dirección de correo electrónico: info@ruzafamontessori.com  ,Teléfono: 640766376,Código postal: 46006,46037054
Denominación específica: SAINT THOMAS,Dirección de correo electrónico: escuelainfantilsaintthomas@gmail.com  ,Teléfono: 963267497,Código postal: 46009,46029720
Denominación específica: SAMBORI,Dirección de correo electrónico: educacioninfantilsambori@hotmail.com  ,Teléfono: 963236270,Código postal: 46007,46021836
Denominación específica: SAN JOSÉ,Dirección de correo electrónico: centrosjbs@hotmail.com  ,Teléfono: 963933237,Código postal: 46020,46024485
Denominación específica: SANTA KLAUS,Dirección de correo electrónico: escuela.infantil.santa.klaus@gmail.com   ,Teléfono: 963692358,Código postal: 46010,46013633
Denominación específica: TEYSA-ARAGÓN,Dirección de correo electrónico: tereportoles@hotmail.com  ,Teléfono: 963378876,Código postal: 46021,46031568
Denominación específica: TXANOGORRITXU,Dirección de correo electrónico: valencia@guarderiatxanogorritxu.com  ,Teléfono: 963450915,Código postal: 46015,46031180
Denominación específica: WINNIE,Dirección de correo electrónico: info@escuelainfantilwinnie.es  ,Teléfono: 963890975,Código postal: 46021,46025726
Denominación específica: BETANIA,Dirección de correo electrónico: escolabetania@gmail.com  ,Teléfono: 962280938,Código postal: 46800,46023641
Denominación específica: EL CORRO,Dirección de correo electrónico: info@elcorro.es  ,Teléfono: 962271656,Código postal: 46800,46023638
Denominación específica: NINOS XÀTIVA,Dirección de correo electrónico: infoxativa@escolesinfantilsninos.com  ,Teléfono: 962287512,Código postal: 46800,46031866
Denominación específica: BAMBI,Dirección de correo electrónico: escuelainfantilbambixirivella@gmail.com  ,Teléfono: 605910971,Código postal: 46950,46033103
Denominación específica: LOS PINOS,Dirección de correo electrónico: centroei.lospinos@gmail.com  ,Teléfono: 963836834,Código postal: 46950,46032810
Denominación específica: ALAVA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 01006,01001437
Denominación específica: BAMBOO,Dirección de correo electrónico: info@escuelainfantilbamboo.com  ,Teléfono: 945427129,Código postal: 01015,01006769
Denominación específica: CENTRO PREESC.ANGEL DE LA GUARDA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 01000,01000780
Denominación específica: NANUCK,Dirección de correo electrónico:   ,Teléfono:,Código postal: 01015,01007609
Denominación específica: NCLIC ZABALGANA,Dirección de correo electrónico: kimba@escuelaskimba.com  ,Teléfono: 945357037,Código postal: 01015,01006526
Denominación específica: NTRA.SRA.DE LA ESPERANZA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 01001,01001450
Denominación específica: PRIMEROS PASOS,Dirección de correo electrónico: e.i.primerospasos@hotmail.com  ,Teléfono: 945233020,Código postal: 01006,01006174
Denominación específica: BBK - ROMO,Dirección de correo electrónico: sonia.soles@obsbbk.com  ,Teléfono: 946557823,Código postal: 48930,48016443
Denominación específica: ÉCOLE ALGORTA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48991,48019641
Denominación específica: HAURTEGI,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48993,48009347
Denominación específica: PEKELE,Dirección de correo electrónico: escuelainfantil@pekele.e.telefonica.net  ,Teléfono: 944306755,Código postal: 48991,48016376
Denominación específica: POTTOKI,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48630,48017851
Denominación específica: BBK-BASAURI,Dirección de correo electrónico: maria.espina@obsbbk.com  ,Teléfono: 944028516,Código postal: 48970,48016431
Denominación específica: TXANOGORRITXU BASAURI,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48970,48019626
Denominación específica: FUNDACIÓN UMEAK,Dirección de correo electrónico: lgvguard@ehu.es  ,Teléfono: 946012250,Código postal: 48940,48016364
Denominación específica: TXIKILEKU,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48940,48019328
Denominación específica: EGUZKI-EDER,Dirección de correo electrónico: esti-ortiz@terra.es  ,Teléfono: 944541637,Código postal: 48160,48016352
Denominación específica: BABILA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48013,48019791
Denominación específica: BBK-OTXARKOAGA,Dirección de correo electrónico: mruizrua@obsbbk.com  ,Teléfono: 944123792,Código postal: 48004,48016601
Denominación específica: BBK-TORRE URIZAR,Dirección de correo electrónico: sonia.soles@obsbbk.com  ,Teléfono: 944064920,Código postal: 48012,48016421
Denominación específica: DOLARETXE,Dirección de correo electrónico:   ,Teléfono: 946004558,Código postal: 48006,48017435
Denominación específica: EGUZKILORE,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48012,48019274
Denominación específica: ESCLAVAS DEL SAGRADO CORAZON,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48007,48002444
Denominación específica: INMACULADO CORAZON DE MARIA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48000,48002651
Denominación específica: KINDER BABY,Dirección de correo electrónico: idoia@kinderbaby.biz  ,Teléfono: 944013536,Código postal: 48010,48017538
Denominación específica: MENENDEZ Y PELAYO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48004,48002781
Denominación específica: NTRA.SRA.DE LOURDES Y SAN ADRIAN,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48000,48002596
Denominación específica: POTXOLINES,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48012,48019511
Denominación específica: SAN JOSE-URDANETA,Dirección de correo electrónico: sanjoseurdaneta@terra.es  ,Teléfono: 944241199,Código postal: 48009,48002262
Denominación específica: TXANOGORRITXU MIRIBILLA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48003,48018853
Denominación específica: TXANOGORRITXU SARRIKO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48015,48018890
Denominación específica: TXIKIS,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48014,48019614
Denominación específica: UMEDI,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48010,48012346
Denominación específica: BBK-ETXEBARRI,Dirección de correo electrónico: rosa.fernandez@obsbbk.com  ,Teléfono: 944493326,Código postal: 48450,48016455
Denominación específica: TXANOGORRITXU DURANGO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48200,48019018
Denominación específica: GARABATOS,Dirección de correo electrónico: garabatos@euskalnet.net  ,Teléfono: 944647533,Código postal: 48940,48012279
Denominación específica: S PABLO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48940,48005767
Denominación específica: MARIA BITARTEKO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48230,48004404
Denominación específica: COLOURFUL,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48260,48019316
Denominación específica: MONTESSORI GRAN BILBAO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48150,48019730
Denominación específica: SHAMROCK,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48990,48010672
Denominación específica: TXANOGORRITXU SOPELA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48600,48019262
Denominación específica: UZTAIAK,Dirección de correo electrónico: uztaiak@uztaiak.es  ,Teléfono: 692702011,Código postal: 48100,48016996
Denominación específica: HERRIKOA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48920,48006942
Denominación específica: AITZI,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48901,48018865
Denominación específica: BBK-BARAKALDO,Dirección de correo electrónico: isabel.gomez@obsbbk.com  ,Teléfono: 946559800,Código postal: 48902,48016480
Denominación específica: DILYAN MONTESSORI,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48901,48017198
Denominación específica: HAURKABI BARAKALDO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48902,48019638
Denominación específica: LOS NENES,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48902,48009402
Denominación específica: MUXUKA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48901,48018889
Denominación específica: SURICA,Dirección de correo electrónico: escuela_surica@hotmail.com  ,Teléfono: 944042176,Código postal: 48000,48017447
Denominación específica: TXANOGORRITXU BEC,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48903,48018932
Denominación específica: ÉCOLE,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48980,48018920
Denominación específica: PINOCHO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48980,48007442
Denominación específica: LANDATXIKI,Dirección de correo electrónico:   ,Teléfono:,Código postal: 48150,48009141
Denominación específica: BASABEAZPI IKASTOLA,Dirección de correo electrónico: arizmendi@arizmendi.ikastola.net  ,Teléfono: 943772025,Código postal: 20550,20000302
Denominación específica: UME-ZAINTZA IKASTOLA,Dirección de correo electrónico: arizmendi@arizmendi.ikastola.net  ,Teléfono:,Código postal: 20500,20007631
Denominación específica: EUCARISTICO SAN JOSE,Dirección de correo electrónico: regdeguadalupe@mercedariasss.com  ,Teléfono: 943396613,Código postal: 20016,20004186
Denominación específica: LAMOUROUS,Dirección de correo electrónico:   ,Teléfono:,Código postal: 20013,20004423
Denominación específica: LOREKA,Dirección de correo electrónico: info@loreka.com  ,Teléfono: 943316804,Código postal: 20018,20013424
Denominación específica: MUSUKA,Dirección de correo electrónico: maider@musuka.es  ,Teléfono: 943461162,Código postal: 20000,20014155
Denominación específica: N.S.DE LOURDES,Dirección de correo electrónico:   ,Teléfono:,Código postal: 20000,20004083
Denominación específica: SAN JOSE DE CALASANZ,Dirección de correo electrónico:   ,Teléfono:,Código postal: 20000,20004563
Denominación específica: TILIN TALAN,Dirección de correo electrónico: tilintalan@tilintalan.com  ,Teléfono: 943535679,Código postal: 20000,20014209
Denominación específica: UMETXO,Dirección de correo electrónico: bion@correo.cop.es  ,Teléfono: 943458469,Código postal: 20014,20012699
Denominación específica: CORAZON DE MARIA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 20100,20003613
Denominación específica: ORERETA TTIKI,Dirección de correo electrónico: oreretattiki@euskalnet.net  ,Teléfono: 943529532,Código postal: 20100,20012641
Denominación específica: JOSE ARANA IKASTOLA,Dirección de correo electrónico: arizmendi@arizmendi.ikastola.net  ,Teléfono: 943772025,Código postal: 20540,20007621
Denominación específica: SANTA CRUZ,Dirección de correo electrónico:   ,Teléfono:,Código postal: 20213,20001951
Denominación específica: AUZOKIDS,Dirección de correo electrónico:   ,Teléfono:,Código postal: 20303,20015299
Denominación específica: ERAIN TXIKI,Dirección de correo electrónico:   ,Teléfono:,Código postal: 20302,20007400
Denominación específica: KUTTUNA,Dirección de correo electrónico: kuttuna@kuttuna.info  ,Teléfono: 943623603,Código postal: 20305,20013874
Denominación específica: SAN JUAN BAUTISTA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 20100,20002694
Denominación específica: IBAI-ONDO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 20110,20003224
Denominación específica: TXAN-TXAN,Dirección de correo electrónico:   ,Teléfono:,Código postal: 20280,20013631
Denominación específica: ÁFRICA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 51001,51004747
Denominación específica: MANZANITA,Dirección de correo electrónico:   ,Teléfono: 956 50 86 12,Código postal: 51002,51000468
Denominación específica: WENDY,Dirección de correo electrónico:   ,Teléfono:,Código postal: 51001,51004759
Denominación específica: DIVINA INFANTITA,Dirección de correo electrónico:   ,Teléfono: 952674339,Código postal: 52006,52000130
Denominación específica: SANTA LUISA DE MARILLAC,Dirección de correo electrónico:   ,Teléfono: 952679320,Código postal: 52006,52000683
Denominación específica: Chispas,Dirección de correo electrónico: eichispas@hotmail.com  ,Teléfono: 637729674,Código postal: 04770,04011351
Denominación específica: La Casita de Fresa,Dirección de correo electrónico: Marina_gpz@hotmail.com  ,Teléfono: 622553248,Código postal: 04770,04011296
Denominación específica: Mundo Mágico,Dirección de correo electrónico: info@eimundomagico.es  ,Teléfono: 672297282,Código postal: 04770,04010358
Denominación específica: El Mundo de Marina,Dirección de correo electrónico: marina.sanchez9@hotmail.com  ,Teléfono: 659209378,Código postal: 04720,04011405
Denominación específica: F. Tonucci,Dirección de correo electrónico: f.tonucci@hotmail.com  ,Teléfono: 950340081,Código postal: 04720,04003299
Denominación específica: Mi Mundo,Dirección de correo electrónico: lara.lop80@hotmail.com  ,Teléfono: 685693425,Código postal: 04720,04010681
Denominación específica: Villa África,Dirección de correo electrónico: e.i.villaafrica@telefonica.net  ,Teléfono: 950347200,Código postal: 04720,04008911
Denominación específica: Campanilla,Dirección de correo electrónico: yolicallejon@hotmail.com  ,Teléfono: 616347740,Código postal: 04400,04009733
Denominación específica: Arco Iris,Dirección de correo electrónico: arcoiris.escuelainfantil@gmail.com  ,Teléfono: 950220701,Código postal: 04006,04006380
Denominación específica: Arrecife,Dirección de correo electrónico: centroinfantilarrecife@gmail.com  ,Teléfono: 650242796,Código postal: 04007,04010841
Denominación específica: Aviones de Papel,Dirección de correo electrónico: ceiavionesdepapel@gmail.com  ,Teléfono: 950150184,Código postal: 04009,04010243
Denominación específica: Bambi,Dirección de correo electrónico: isetape@hotmail.com  ,Teléfono: 950954921,Código postal: 04004,04008637
Denominación específica: Casa de niños y niñas de la Fuentecica,Dirección de correo electrónico: casadeninasyninoslafuentecica@hotmail.com  ,Teléfono: 950258707,Código postal: 04008,04008595
Denominación específica: Colorincolorao,Dirección de correo electrónico: cei.colorincolorao@gmail.com  ,Teléfono: 950258412,Código postal: 04008,04009745
Denominación específica: Don Miky Alcalde Muñoz,Dirección de correo electrónico: elenagimenezmunoz@gmail.com  ,Teléfono: 950274619,Código postal: 04004,04010814
Denominación específica: Educamar,Dirección de correo electrónico: mariadelmar@educamar.es  ,Teléfono: 950143964,Código postal: 04006,04009851
Denominación específica: El Jardín de Cucú,Dirección de correo electrónico: eljardindecucu@gmail.com  ,Teléfono: 687941040,Código postal: 04006,04010401
Denominación específica: Estrella del Mar,Dirección de correo electrónico: siervasestrella@yahoo.es  ,Teléfono: 950241947,Código postal: 04002,04602377
Denominación específica: Gaudí,Dirección de correo electrónico: gaudiescuelainfantil@hotmail.com  ,Teléfono: 950087261,Código postal: 04009,04010218
Denominación específica: Jardín de Infancia Montessori,Dirección de correo electrónico: j.i.montessori@hotmail.com  ,Teléfono: 654387031,Código postal: 04009,04010802
Denominación específica: Kinder Garden,Dirección de correo electrónico: leo.loli@hotmail.com  ,Teléfono: 625144162,Código postal: 04006,04010632
Denominación específica: La Casa Mágica,Dirección de correo electrónico: info@lacasamagica.com.es  ,Teléfono: 609838039,Código postal: 04003,04010930
Denominación específica: La Nube,Dirección de correo electrónico: lanubelena@hotmail.com  ,Teléfono: 622026161,Código postal: 04007,04008030
Denominación específica: La Pipa,Dirección de correo electrónico: escuelainfantillapipa@gmail.com  ,Teléfono: 607972374,Código postal: 04006,04011077
Denominación específica: Las Burbujas,Dirección de correo electrónico: eilasburbujas@hotmail.com  ,Teléfono: 636595740,Código postal: 04008,04010474
Denominación específica: Las Góndolas I,Dirección de correo electrónico: victornovillo@hotmail.com  ,Teléfono: 950081842,Código postal: 04006,04009149
Denominación específica: Lilliput,Dirección de correo electrónico: lilliputescuelainfantil@hotmail.com  ,Teléfono: 635192630,Código postal: 04009,04010619
Denominación específica: Los Cinco Lobitos,Dirección de correo electrónico: loscincolobitosescuelainfantil@gmail.com  ,Teléfono: 645751351,Código postal: 04002,04010565
Denominación específica: Los Lápices,Dirección de correo electrónico: lapices@escuelainfantillapices.es  ,Teléfono: 950251874,Código postal: 04003,04005004
Denominación específica: Mi Primer Cole,Dirección de correo electrónico: guarderiamiprimercole@hotmail.com  ,Teléfono: 950087695,Código postal: 04009,04008467
Denominación específica: Mil Colores,Dirección de correo electrónico: ayalramos@hotmail.com  ,Teléfono: 670523402,Código postal: 04003,04010875
Denominación específica: Nubes de Colores,Dirección de correo electrónico: info@nubesdecolores.es  ,Teléfono: 646741928,Código postal: 04009,04010413
Denominación específica: Pequemar,Dirección de correo electrónico:   ,Teléfono: 696973944,Código postal: 04006,04010516
Denominación específica: Peques,Dirección de correo electrónico: alvamar11@hotmail.com  ,Teléfono: 950220119,Código postal: 04005,04009939
Denominación específica: Piruletas,Dirección de correo electrónico: info@eipiruletasalmeria.com  ,Teléfono: 693021673,Código postal: 04009,04010462
Denominación específica: Risas y Sueños,Dirección de correo electrónico: gemalopezobispo@gmail.com  ,Teléfono: 661026471,Código postal: 04007,04010589
Denominación específica: Superdiver,Dirección de correo electrónico:   ,Teléfono: 950954921,Código postal: 04008,04010851
Denominación específica: Villa Jardín,Dirección de correo electrónico: ceivillajardin@gmail.com  ,Teléfono: 655405509,Código postal: 04009,04008492
Denominación específica: Villa Pequesueños,Dirección de correo electrónico: eivillapequesuenos@hotmail.com  ,Teléfono: 649175712,Código postal: 04008,04011168
Denominación específica: Virgen de Belén,Dirección de correo electrónico: siervasdelospobres@gmail.com  ,Teléfono: 950141229,Código postal: 04009,04602341
Denominación específica: Volteretas,Dirección de correo electrónico: escuelainfantilvolteretas@gmail.com  ,Teléfono: 640100639,Código postal: 04004,04008698
Denominación específica: Pezqueñines,Dirección de correo electrónico: yohyi_virto@hotmail.com  ,Teléfono: 618075233,Código postal: 04713,04010701
Denominación específica: El Principito,Dirección de correo electrónico: ceielprincipitoberja@gmail.com  ,Teléfono: 666266466,Código postal: 04760,04011107
Denominación específica: Acuarelas,Dirección de correo electrónico: ceiacuarelas@outlook.es  ,Teléfono: 619355725,Código postal: 04110,04011491
Denominación específica: Pequeñilandia,Dirección de correo electrónico: dolores_jimenez_cayuela@hotmail.com  ,Teléfono: 950385764,Código postal: 04410,04008583
Denominación específica: La Esperanza,Dirección de correo electrónico: ceilaesperanzaroquetas@hotmail.com  ,Teléfono: 950325510,Código postal: 04741,04009824
Denominación específica: Pequemar Pita,Dirección de correo electrónico: auromima@gmail.com  ,Teléfono: 950283390,Código postal: 04130,04011181
Denominación específica: Caritas Felices I,Dirección de correo electrónico: 04011511.edu@juntadeandalucia.es  ,Teléfono: 626283093,Código postal: 04700,04011511
Denominación específica: Colorín Colorado,Dirección de correo electrónico: monimuriana@hotmail.com  ,Teléfono: 950486322,Código postal: 04700,04009666
Denominación específica: Colorín Colorado 3,Dirección de correo electrónico: MONIMURIANA@HOTMAIL.COM  ,Teléfono: 950486322,Código postal: 04700,04010553
Denominación específica: El Parque,Dirección de correo electrónico: mateoycallejon@hotmail.es  ,Teléfono: 950653110,Código postal: 04700,04010607
Denominación específica: Elfos,Dirección de correo electrónico: elenaelfos-99@hotmail.com  ,Teléfono: 950480772,Código postal: 04700,04008960
Denominación específica: Gnomos II,Dirección de correo electrónico:   ,Teléfono:,Código postal: 04700,04009711
Denominación específica: Lugarín,Dirección de correo electrónico: lugarincentroinfantil@gmail.com  ,Teléfono: 606567776,Código postal: 04700,04011284
Denominación específica: Mundo de Colores 2,Dirección de correo electrónico: emico1977@gmail.com  ,Teléfono: 633041877,Código postal: 04700,04011454
Denominación específica: Mundopark II,Dirección de correo electrónico: MUNDOPARKSCHOOL@HOTMAIL.ES  ,Teléfono: 654683936,Código postal: 04700,04011090
Denominación específica: Peques,Dirección de correo electrónico: centroeducativopeques@hotmail.com  ,Teléfono: 950571751,Código postal: 04700,04006215
Denominación específica: Almeragua,Dirección de correo electrónico: almeragua@elsaliente.com  ,Teléfono: 950550474,Código postal: 04721,04008972
Denominación específica: Lunares,Dirección de correo electrónico: mjose@eilunares.com  ,Teléfono: 950347950,Código postal: 04721,04010668
Denominación específica: Castillo de Arena,Dirección de correo electrónico: direccion@castillodearena.net  ,Teléfono: 677711884,Código postal: 04711,04010760
Denominación específica: Baby's,Dirección de correo electrónico: ceibabys@gmail.com  ,Teléfono: 653473584,Código postal: 04230,04010000
Denominación específica: El Parque,Dirección de correo electrónico: elparque@elsaliente.com  ,Teléfono: 950620606,Código postal: 04230,04009228
Denominación específica: La Piñata,Dirección de correo electrónico: lapinataeducacioninfantil@gmail.com  ,Teléfono: 950300137,Código postal: 04230,04009848
Denominación específica: Los Pinos,Dirección de correo electrónico: setapinos@hotmail.com  ,Teléfono: 950600872,Código postal: 04230,04009186
Denominación específica: Burbujas,Dirección de correo electrónico: sonyteru@gmail.com  ,Teléfono: 600416802,Código postal: 04600,04010425
Denominación específica: Chuchuwa,Dirección de correo electrónico:   ,Teléfono:,Código postal: 04600,04011004
Denominación específica: Garabatos,Dirección de correo electrónico:   ,Teléfono:,Código postal: 04600,04011028
Denominación específica: Mi Escuela Infantil,Dirección de correo electrónico: miescuelainfantil0@gmail.com  ,Teléfono: 616139230,Código postal: 04120,04005995
Denominación específica: Entrenubes,Dirección de correo electrónico: eientrenubes@gmail.com  ,Teléfono: 643992863,Código postal: 04770,04011508
Denominación específica: Sonrisas,Dirección de correo electrónico: centroludicoinfantilsonrisas@gmail.com  ,Teléfono: 633325491,Código postal: 04738,04011272
Denominación específica: Emi,Dirección de correo electrónico: emiliag53@gmail.com  ,Teléfono: 950554024,Código postal: 04738,04008613
Denominación específica: Las Marinas,Dirección de correo electrónico: ei.lasmarinas@gmail.com  ,Teléfono: 950335488,Código postal: 04740,04010221
Denominación específica: Casiopea,Dirección de correo electrónico: escuelainfantilcasiopea@gmail.com  ,Teléfono: 619968285,Código postal: 04700,04008479
