Nombre,Email,Telefono,Codigo_Postal,Codigo_Escuela
Denominación específica: Garabato,Dirección de correo electrónico: garabato@megadiver.es  ,Teléfono: 625171283,Código postal: 41140,41018720
Denominación específica: Maestra Josefa Carranza Torres,Dirección de correo electrónico: infoluzpropia@gmail.com  ,Teléfono: 955990618,Código postal: 41980,41021494
Denominación específica: Las Campanitas II,Dirección de correo electrónico: escuelainfantillascampanitas.2@hotmail.com  ,Teléfono: 687441049,Código postal: 41429,41020532
Denominación específica: Pepito Grillo,Dirección de correo electrónico: 41016759.edu@juntadeandalucia.es  ,Teléfono: 610857140,Código postal: 41430,41016759
Denominación específica: Santa María de Gracia,Dirección de correo electrónico: 41016541.edu@juntadeandalucia.es  ,Teléfono: 955967688,Código postal: 41540,41016541
Denominación específica: Rosalía de Castro,Dirección de correo electrónico: 41016735.edu@juntadeandalucia.es  ,Teléfono: 955624398,Código postal: 41130,41016735
Denominación específica: El Chupete,Dirección de correo electrónico: 41015913.edu  ,Teléfono: 955871378,Código postal: 41730,41015913
Denominación específica: El Trenecito de Las Pajanosas,Dirección de correo electrónico: 41021482.edu@juntadeandalucia.es malamu68@hotmail.com  ,Teléfono: 609518314,Código postal: 41219,41021482
Denominación específica: Garabatos,Dirección de correo electrónico: 41018665.edu@juntadeandalucia.es  ,Teléfono: 955975215,Código postal: 41740,41018665
Denominación específica: Jazmín,Dirección de correo electrónico: 41016395.edu@juntadeandalucia.es  ,Teléfono: 955808612,Código postal: 41440,41016395
Denominación específica: Los Molares,Dirección de correo electrónico: eimlosmolares@esmom.es  ,Teléfono: 955833339,Código postal: 41750,41019153
Denominación específica: La Nana,Dirección de correo electrónico: pilarbenedito@lospalacios.org  ,Teléfono: 955811798,Código postal: 41720,41016310
Denominación específica: Mairena del Alcor,Dirección de correo electrónico: 41017481.edu@juntadeandalucia.es  ,Teléfono: 670355335,Código postal: 41510,41017481
Denominación específica: La Huerta,Dirección de correo electrónico: eibobesponja@asisttel.com  ,Teléfono: 657883643,Código postal: 41927,41021421
Denominación específica: Alameda,Dirección de correo electrónico: direccion@escuelainfantilalameda.es  ,Teléfono: 645770680,Código postal: 41620,41021524
Denominación específica: Santa María del Rosario,Dirección de correo electrónico: 41016498.edu@juntadeandalucia.es  ,Teléfono: 954843316,Código postal: 41620,41016498
Denominación específica: Arco Iris,Dirección de correo electrónico: eiarcoirismarismillas@gmail.com  ,Teléfono: 955874080,Código postal: 41731,41021664
Denominación específica: San Luis,Dirección de correo electrónico: 41016504.edu@juntadeandalucia.es  ,Teléfono: 955838977,Código postal: 41770,41016504
Denominación específica: Santo Ángel,Dirección de correo electrónico: 41016516.edu@juntadeandalucia.es  ,Teléfono: 954850085,Código postal: 41530,41016516
Denominación específica: Los Tambores,Dirección de correo electrónico: escuelainfantillostambores@gmail.com  ,Teléfono: 955718105,Código postal: 41804,41020611
Denominación específica: Puerta de Osuna,Dirección de correo electrónico: 41004381.edu@juntadeandalucia.es  ,Teléfono: 954810359,Código postal: 41640,41004381
Denominación específica: Títeres,Dirección de correo electrónico: guarderia@palomaresdelrio.es      41015925.edu@juntadeandalucia.es  ,Teléfono: 955763303,Código postal: 41928,41015925
Denominación específica: Doña Lola,Dirección de correo electrónico: 41017016.edu@juntadeandalucia.es  ,Teléfono: 954818097,Código postal: 41566,41017016
Denominación específica: El Parque 3,Dirección de correo electrónico: socialespilas@pilas.es  ,Teléfono: 954751473,Código postal: 41840,41020933
Denominación específica: Salteras,Dirección de correo electrónico: 41016267.edu@juntadeandalucia.es  ,Teléfono: 955707198,Código postal: 41909,41016267
Denominación específica: Santa Cruz,Dirección de correo electrónico: direccion@escuelaelephas.com  ,Teléfono: 622257355,Código postal: 41300,41017090
Denominación específica: San Juan,Dirección de correo electrónico:   ,Teléfono:,Código postal: 41920,41022073
Denominación específica: Nuestra Señora del Rosario,Dirección de correo electrónico: e.i.rosario@sanlucarlamayor.es  ,Teléfono: 955702700,Código postal: 41800,41017338
Denominación específica: Itálica,Dirección de correo electrónico: 41016358.edu@juntadeandalucia.es  ,Teléfono: 955997624,Código postal: 41970,41016358
Denominación específica: Andaluna,Dirección de correo electrónico: 41016218.edu@juntadeandalucia.es  ,Teléfono: 954445071,Código postal: 41020,41016218
Denominación específica: Arco e Iris,Dirección de correo electrónico: 41016221.edu@juntadeandalucia.es  ,Teléfono: 955928770,Código postal: 41012,41016221
Denominación específica: Fernando Villalón,Dirección de correo electrónico: 41008881.edu@juntadeandalucia.es  ,Teléfono: 955623483,Código postal: 41015,41008881
Denominación específica: Julio César,Dirección de correo electrónico: 41009184.edu@juntadeandalucia.es  ,Teléfono: 955623481,Código postal: 41008,41009184
Denominación específica: Martín de Gainza,Dirección de correo electrónico: 41009317.edu@juntadeandalucia.es  ,Teléfono: 955623479,Código postal: 41005,41009317
Denominación específica: Nuestra Señora de la Candelaria,Dirección de correo electrónico: 41016553.edu@juntadeandalucia.es  ,Teléfono: 954782081,Código postal: 41006,41016553
Denominación específica: San Jerónimo,Dirección de correo electrónico: 41016607.edu@juntadeandalucia.es  ,Teléfono: 954782085,Código postal: 41015,41016607
Denominación específica: Santa Luisa de Marillac,Dirección de correo electrónico: 41016620.edu@juntadeandalucia.es  ,Teléfono: 954782089,Código postal: 41015,41016620
Denominación específica: Santísima Trinidad,Dirección de correo electrónico: 41016565.edu@juntadeandalucia.es  ,Teléfono: 954782087,Código postal: 41003,41016565
Denominación específica: Torreblanca,Dirección de correo electrónico: 41016619.edu@juntadeandalucia.es  ,Teléfono: 954782107,Código postal: 41017,41016619
Denominación específica: El Carmen,Dirección de correo electrónico: 41602235.edu@juntadeandalucia.es  ,Teléfono: 955624540,Código postal: 41940,41602235
Denominación específica: Tomares,Dirección de correo electrónico: 41015895.edu@juntadeandalucia.es  ,Teléfono: 656870555,Código postal: 41940,41015895
Denominación específica: Maestra Araceli de Silva,Dirección de correo electrónico: 41016978.edu@juntadeandalucia.es  ,Teléfono: 630879983,Código postal: 41806,41016978
Denominación específica: La Fuente,Dirección de correo electrónico: 41016681.edu@juntadeandalucia.es  ,Teléfono: 955839220,Código postal: 41710,41016681
Denominación específica: Nuestra Señora del Carmen,Dirección de correo electrónico: einscarmen@esmom.es  ,Teléfono: 675320559,Código postal: 41719,41017508
Denominación específica: Garabatos,Dirección de correo electrónico: 41017351.edu@juntadeandalucia.es y einfantilvillamanrique@gmail.com  ,Teléfono: 615935573,Código postal: 41850,41017351
Denominación específica: Muniguense,Dirección de correo electrónico: 41017739.edu@juntadeandalucia.es  ,Teléfono: 653809942,Código postal: 41350,41017739
Denominación específica: DE LA COMARCA DE SOBRARBE,Dirección de correo electrónico: comarca@sobrarbe.com  ,Teléfono: 974500557,Código postal: 22330,22010724
Denominación específica: DE ALCAMPELL,Dirección de correo electrónico: secretaria@alcampell.net  ,Teléfono: 974420952,Código postal: 22560,22010517
Denominación específica: DE ALCUBIERRE,Dirección de correo electrónico: aytoalcubierre@aragon.es  ,Teléfono: 974577216,Código postal: 22251,22010682
Denominación específica: ATALIA,Dirección de correo electrónico: aytoalmuniadesanjuan@aragon.es  ,Teléfono: 974403003,Código postal: 22420,22010751
Denominación específica: LA FONTANETA,Dirección de correo electrónico: aytoayerbe@reinodelosmallos.com  ,Teléfono: 974380895,Código postal: 22800,22010293
Denominación específica: DE BARBASTRO,Dirección de correo electrónico: escuelainfantil@barbastro.org  ,Teléfono: 974269082,Código postal: 22300,22010487
Denominación específica: LA CANALLA,Dirección de correo electrónico: aytobenabarre@aragon.es  ,Teléfono: 974543310,Código postal: 22580,22010359
Denominación específica: DE CANAL DE BERDÚN,Dirección de correo electrónico: aytocanaldeberdun@aragon.es  ,Teléfono: 974371927,Código postal: 22770,22010591
Denominación específica: DE BIESCAS,Dirección de correo electrónico: esinfantilbiescas@hotmail.com  ,Teléfono: 974485316,Código postal: 22630,22010268
Denominación específica: CONCEPCIÓN BAÑERES,Dirección de correo electrónico: escinfantil@binefar.es  ,Teléfono: 974429792,Código postal: 22500,22010232
Denominación específica: DE BROTO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 22340,22010827
Denominación específica: LA CASITA BLANCA,Dirección de correo electrónico: casitablanca@hotmail.es  ,Teléfono: 974372041,Código postal: 22880,22010581
Denominación específica: VIRGEN DEL ROSARIO,Dirección de correo electrónico: chimillas@chimillas.es  ,Teléfono: 974224571,Código postal: 22194,22010815
Denominación específica: DE ESTADILLA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 22423,22011017
Denominación específica: DE FONZ,Dirección de correo electrónico: administracion@fonz.es  ,Teléfono: 974412001,Código postal: 22422,22010554
Denominación específica: DE FRULA,Dirección de correo electrónico: mjlabrador@monegros.net  ,Teléfono: 974392763,Código postal: 22269,22010621
Denominación específica: NININS,Dirección de correo electrónico: escuelainfantilninins@graus.es  ,Teléfono: 974546518,Código postal: 22430,22010281
Denominación específica: LAS PAJARITAS,Dirección de correo electrónico: secretaria@huesca.es  ,Teléfono: 974245988,Código postal: 22002,22010463
Denominación específica: DE LALUEZA,Dirección de correo electrónico: mjlabrador@monegros.net  ,Teléfono: 974391276,Código postal: 22214,22010633
Denominación específica: ANDARINES,Dirección de correo electrónico: eiandarines1@gmail.com  ,Teléfono: 974280151,Código postal: 22111,22010542
Denominación específica: DE NUENO,Dirección de correo electrónico: guardaytonueno@yahoo.es  ,Teléfono: 974101608,Código postal: 22193,22010475
Denominación específica: TRIAMOLETA,Dirección de correo electrónico: ayto@panticosa.es  ,Teléfono: 974487016,Código postal: 22661,22010335
Denominación específica: DE PERALTA DE ALCOFEA,Dirección de correo electrónico: secretaria@peraltadealcofea.org  ,Teléfono: 974301162,Código postal: 22210,22010499
Denominación específica: DE ROBRES,Dirección de correo electrónico: mjlabrador@monegros.net  ,Teléfono: 974392121,Código postal: 22252,22010611
Denominación específica: DE SALLENT DE GÁLLEGO,Dirección de correo electrónico: guardesallent@hotmail.com  ,Teléfono: 974488274,Código postal: 22640,22010013
Denominación específica: DE SENA,Dirección de correo electrónico: aytosena@monegros.net  ,Teléfono: 974578345,Código postal: 22230,22010797
Denominación específica: DE SODETO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 22212,22010943
Denominación específica: ARBOLEDA,Dirección de correo electrónico: mjlabrador@monegros.net  ,Teléfono: 974391276,Código postal: 22240,22010645
Denominación específica: DE TORRENTE DE CINCA,Dirección de correo electrónico: ayto.torrente@gmail.com  ,Teléfono: 974467000,Código postal: 22590,22010700
Denominación específica: DE VILLANÚA,Dirección de correo electrónico: aytovillanua@aragon.es  ,Teléfono: 974378004,Código postal: 22870,22010608
Denominación específica: DE AGUAVIVA,Dirección de correo electrónico: ayunagua@arrakis.es  ,Teléfono: 978848234,Código postal: 44560,44010562
Denominación específica: DE ALBARRACÍN,Dirección de correo electrónico: egomez@albarracin.es  ,Teléfono: 978700392,Código postal: 44100,44010343
Denominación específica: LA SELVETA,Dirección de correo electrónico: selveta@alcaniz.es  ,Teléfono: 978830083,Código postal: 44600,44010276
Denominación específica: DE ALLOZA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 44509,44010771
Denominación específica: SAGALETS (AULA DE BECEITE),Dirección de correo electrónico: administracion@matarranya.org  ,Teléfono: 978890860,Código postal: 44588,44010665
Denominación específica: DE CALACEITE,Dirección de correo electrónico:   ,Teléfono:,Código postal: 44610,44010458
Denominación específica: DE CALANDA,Dirección de correo electrónico: ayuntamiento@calanda.es  ,Teléfono: 978886154,Código postal: 44570,44010136
Denominación específica: DE CANTAVIEJA,Dirección de correo electrónico: ayuntamiento@cantavieja.es  ,Teléfono: 964185001,Código postal: 44140,44010392
Denominación específica: EL PARQUE,Dirección de correo electrónico: ayuncedrillas@terra.es  ,Teléfono: 978774001,Código postal: 44147,44010197
Denominación específica: SAGALETS (AULA DE CRETAS),Dirección de correo electrónico: administracion@matarranya.org  ,Teléfono: 978890860,Código postal: 44623,44010616
Denominación específica: SAGALETS (AULA DE FUENTESPALDA/FONTDESPATLA),Dirección de correo electrónico: fondespala@telefonica.net  ,Teléfono: 978856750,Código postal: 44587,44010239
Denominación específica: EL CASTILLO,Dirección de correo electrónico: hijar@hijar.com  ,Teléfono: 978820508,Código postal: 44530,44010321
Denominación específica: SAGALETS (AULA DE LA FRESNEDA),Dirección de correo electrónico: administracion@matarranya.org  ,Teléfono: 978890860,Código postal: 44596,44010227
Denominación específica: DE LA MATA DE LOS OLMOS,Dirección de correo electrónico: aytolamata@yahoo.es  ,Teléfono: 978849154,Código postal: 44557,44010550
Denominación específica: DE LA PUEBLA DE HÍJAR,Dirección de correo electrónico: aytopuebladehijar@aragon.es  ,Teléfono: 978826202,Código postal: 44510,44010422
Denominación específica: SAGALETS (AULA DE MAZALEÓN),Dirección de correo electrónico: administracion@matarranya.org  ,Teléfono: 978890860,Código postal: 44621,44010185
Denominación específica: RICARDA GONZALO DE LIRIA,Dirección de correo electrónico: ayuntamiento@monrealdelcampo.com  ,Teléfono: 978863008,Código postal: 44300,44010306
Denominación específica: DE MONTALBÁN,Dirección de correo electrónico: ayuntamiento@montalban.org  ,Teléfono: 978750001,Código postal: 44700,44010252
Denominación específica: DE OJOS NEGROS,Dirección de correo electrónico: aytoojosnegros@aragon.es  ,Teléfono: 978865257,Código postal: 44313,44010173
Denominación específica: DE RUBIELOS DE MORA,Dirección de correo electrónico: secretaria@aytorubielosdemora.com  ,Teléfono: 978804144,Código postal: 44415,44010471
Denominación específica: DE SANTA EULALIA,Dirección de correo electrónico: leonor@santaeulaliadelcampo.com  ,Teléfono: 978860000,Código postal: 44360,44010513
Denominación específica: DE TERUEL (BARRIO ARRABAL),Dirección de correo electrónico: educacion@teruel.net  ,Teléfono: 978609120,Código postal: 44003,44010483
Denominación específica: JARDÍN DE LOS SUEÑOS,Dirección de correo electrónico:   ,Teléfono:,Código postal: 44393,44010823
Denominación específica: DE UTRILLAS,Dirección de correo electrónico: ayuntamiento@utrillas.org  ,Teléfono: 978757001,Código postal: 44760,44010291
Denominación específica: SAGALETS (AULA DE VALDELTORMO),Dirección de correo electrónico:   ,Teléfono: 978858001,Código postal: 44620,44010720
Denominación específica: SAGALETS (AULA DE VALJUNQUERA),Dirección de correo electrónico: aytovaljunquera@gmail.com  ,Teléfono: 978899045,Código postal: 44595,44010501
Denominación específica: DE TERUEL (VILLASPESA),Dirección de correo electrónico: educacion@teruel.net  ,Teléfono: 978221640,Código postal: 44190,44010525
Denominación específica: ZAGALICOS,Dirección de correo electrónico: aguaron@campodecarinena.org  ,Teléfono: 976622358,Código postal: 50408,50019032
Denominación específica: DE ALAGÓN,Dirección de correo electrónico: ayuntamiento@alagon.net  ,Teléfono: 976613104,Código postal: 50630,50017631
Denominación específica: CHIRIBILLAS,Dirección de correo electrónico: alfamen@dpz.es  ,Teléfono: 976626210,Código postal: 50461,50018581
Denominación específica: EL CASTILLO,Dirección de correo electrónico: alsierra@dpz.es  ,Teléfono: 976627222,Código postal: 50108,50018489
Denominación específica: COLORADO COLORÍN,Dirección de correo electrónico: aytoariza@terra.es  ,Teléfono: 680460422,Código postal: 50220,50018091
Denominación específica: GLORIA FUERTES-BARDENAS,Dirección de correo electrónico: escuelainfantil@aytoejea.es  ,Teléfono: 976677556,Código postal: 50694,50018970
Denominación específica: DE BIOTA,Dirección de correo electrónico: AYTO.BIOTA@terra.es  ,Teléfono: 976670014,Código postal: 50695,50017035
Denominación específica: BALTASAR GONZÁLEZ,Dirección de correo electrónico: esc.inf.bgonzalez@hotmail.es  ,Teléfono: 976868277,Código postal: 50540,50018301
Denominación específica: DE BUJARALOZ,Dirección de correo electrónico: aytobujaraloz@hotmail.com  ,Teléfono: 976173241,Código postal: 50177,50018751
Denominación específica: MARGARITA,Dirección de correo electrónico: rcanon@calatayud.es  ,Teléfono: 976883747,Código postal: 50300,50018933
Denominación específica: ARCO IRIS,Dirección de correo electrónico: ayuntamiento@carinena.es  ,Teléfono: 654623849,Código postal: 50400,50018210
Denominación específica: DE COSUENDA,Dirección de correo electrónico: cosuenda@dpz.es  ,Teléfono: 976627081,Código postal: 50409,50018763
Denominación específica: LAS HABLILLAS,Dirección de correo electrónico: ayuntamiento@cuartedehuerva.es  ,Teléfono: 976937018,Código postal: 50410,50018891
Denominación específica: GLORIA FUERTES,Dirección de correo electrónico: escuelainfantil@aytoejea.es  ,Teléfono: 976677556,Código postal: 50600,50018325
Denominación específica: ISABEL DE ARAGÓN,Dirección de correo electrónico: epila@dpz.es  ,Teléfono: 976603452,Código postal: 50290,50018039
"Denominación específica: RALET, RALET",Dirección de correo electrónico:   ,Teléfono:,Código postal: 50795,50019913
Denominación específica: DE FUENDEJALÓN,Dirección de correo electrónico: fuendejalon@dpz.es  ,Teléfono: 976862449,Código postal: 50529,50018404
Denominación específica: DE GELSA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 50786,50020009
Denominación específica: SAN JUAN BAUTISTA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 50250,50018775
Denominación específica: DE LA ALMOLDA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 50178,50019603
Denominación específica: LA CUNICA,Dirección de correo electrónico: lacunica@hotmail.com  ,Teléfono: 976653001,Código postal: 50692,50018532
Denominación específica: JUNQUICOS,Dirección de correo electrónico: junquicos@lapuebladealfinden.es  ,Teléfono: 976109676,Código postal: 50171,50017394
Denominación específica: DE LONGARES,Dirección de correo electrónico: longares@dpz.es  ,Teléfono: 976142596,Código postal: 50460,50018957
Denominación específica: DE LUMPIAQUE,Dirección de correo electrónico: aytolum@terra.es  ,Teléfono: 976601650,Código postal: 50295,50019044
Denominación específica: ARCO-IRIS,Dirección de correo electrónico: magjulia@telefonica.net  ,Teléfono: 976858101,Código postal: 50520,50018787
Denominación específica: BLANCANIEVES,Dirección de correo electrónico: maluenda@dpz.es  ,Teléfono: 976893007,Código postal: 50340,50017953
Denominación específica: LA RUELLA,Dirección de correo electrónico: mequinenza@dpz.es  ,Teléfono: 974464385,Código postal: 50170,50018179
Denominación específica: FRANCISCA GIL DE LA RIVA,Dirección de correo electrónico: mores@dpz.es  ,Teléfono: 976826494,Código postal: 50240,50018088
Denominación específica: CANTACUCOS,Dirección de correo electrónico: novallas@dpz.es  ,Teléfono: 976198292,Código postal: 50510,50019196
Denominación específica: DE ONTINAR DE SALZ,Dirección de correo electrónico: alcalde@ontinardesalz.com  ,Teléfono: 625179633,Código postal: 50810,50018647
Denominación específica: RENACUAJOS,Dirección de correo electrónico: pastriz@dpz.es  ,Teléfono: 976583407,Código postal: 50195,50018659
Denominación específica: DE PERDIGUERA,Dirección de correo electrónico: mjlabrador@monegros.net  ,Teléfono: 976168965,Código postal: 50161,50018741
Denominación específica: BALLARÍN GAY,Dirección de correo electrónico: eeipinseque@gmail.com  ,Teléfono: 976617198,Código postal: 50298,50017321
Denominación específica: DE QUINTO,Dirección de correo electrónico: quinto@dpz.es  ,Teléfono: 976177673,Código postal: 50770,50018118
Denominación específica: DE SABIÑÁN,Dirección de correo electrónico: savinan@dpz.es  ,Teléfono: 976826043,Código postal: 50299,50017576
Denominación específica: POMPITAS,Dirección de correo electrónico: sanmateo@dpz.es  ,Teléfono: 976684180,Código postal: 50840,50018805
Denominación específica: DE SANTA ENGRACIA,Dirección de correo electrónico: santaengracia@dpz.es  ,Teléfono: 976856713,Código postal: 50669,50017564
Denominación específica: LA PARVADICA,Dirección de correo electrónico: laparvadica@gmail.com  ,Teléfono: 976139639,Código postal: 50629,50018180
Denominación específica: DE TAUSTE,Dirección de correo electrónico: oficinas.tauste@dpz.es  ,Teléfono: 976854001,Código postal: 50660,50017552
Denominación específica: DE UNCASTILLO,Dirección de correo electrónico: AYTO.UNCASTILLO@terra.es  ,Teléfono: 976679001,Código postal: 50678,50018660
Denominación específica: LA ESTRELLA,Dirección de correo electrónico: agomezcurto@ayto-utebo.es  ,Teléfono: 976773758,Código postal: 50180,50018672
Denominación específica: ZAGALICOS,Dirección de correo electrónico: zagalicos@villanuevadegallego.org  ,Teléfono: 976451342,Código postal: 50830,50018313
Denominación específica: BRIOLETAS,Dirección de correo electrónico: einfantil-santaisabel@zaragoza.es  ,Teléfono: 976588546,Código postal: 50058,50018350
Denominación específica: EL ANDÉN,Dirección de correo electrónico: einfantil-delicias@zaragoza.es  ,Teléfono: 976348103,Código postal: 50010,50018881
Denominación específica: EL TREN,Dirección de correo electrónico: einfantil-tren@zaragoza.es  ,Teléfono: 976280360,Código postal: 50003,50018337
Denominación específica: LA PIRAÑA,Dirección de correo electrónico: einfantil-pirana@zaragoza.es  ,Teléfono: 976493670,Código postal: 50002,50018192
Denominación específica: LOS VIENTOS,Dirección de correo electrónico: einfantil-vientos@zaragoza.es  ,Teléfono: 976515750,Código postal: 50018,50017539
Denominación específica: NUESTRA SEÑORA DE LORETO,Dirección de correo electrónico: lorena.gil@kidsco.es  ,Teléfono: 976709090,Código postal: 50071,50018040
Denominación específica: PIRINEOS,Dirección de correo electrónico: einfantil-pirineos@zaragoza.es  ,Teléfono: 976513323,Código postal: 50015,50017527
Denominación específica: LAS BALSAS,Dirección de correo electrónico: culturzuera@hotmail.com  ,Teléfono: 976690428,Código postal: 50800,50017734
Denominación específica: Escuela de Educación Infantil,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33770,33028143
"Denominación específica: E.E.I. ""El Quirinal""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33401,33028696
"Denominación específica: E.E.I. ""La Toba""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33460,33028350
Denominación específica: Escuela de Educación Infantil,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33430,33027761
"Denominación específica: E.E.I. ""Los Gigantinos""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33800,33028271
"Denominación específica: E.E.I. ""El Turullón""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33760,33028659
"Denominación específica: E.E.I. ""El Nieru""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33320,33028283
"Denominación específica: E.E.I. ""La Mata""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33825,33006962
Denominación específica: E.E.I. Contrueces,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33210,33029354
"Denominación específica: E.E.I. ""Montevil""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33210,33028568
"Denominación específica: E.E.I. ""Nuevo Roces""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33209,33029056
"Denominación específica: E.E.I. ""Alejandro Casona""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33207,33019695
"Denominación específica: E.E.I. ""Escolinos""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33204,33027795
"Denominación específica: E.E.I. ""Jardín de Infancia Pumarín""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33207,33028179
"Denominación específica: E.E.I. ""La Serena""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33208,33027679
"Denominación específica: E.E.I. ""Los Playinos""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33201,33027783
"Denominación específica: E.E.I. ""Monteana""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33691,33028234
"Denominación específica: E.E.I. ""Tremañes""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33211,33028601
Denominación específica: E.E.I. de Candamo,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33829,33029330
"Denominación específica: E.E.I. ""El Nial""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33630,33028261
"Denominación específica: E.E.I. ""Carmín""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33510,33027722
Denominación específica: MARÍA JOSEFA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33119,33007097
"Denominación específica: E.E.I. ""Parque Nuevo""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33930,33028921
"Denominación específica: E.E.I. ""Rapacinos""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33900,33028118
Denominación específica: Escuela de Educación Infantil de Las Vegas,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33404,33028088
Denominación específica: Escuela de Educación Infantil de Piloña,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33530,33029305
Denominación específica: Escuela de Educación Infantil,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33440,33027680
"Denominación específica: E.E.I. ""La Manzana""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33420,33028337
"Denominación específica: E.E.I. ""Les Xanes""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33600,33027801
"Denominación específica: E.E.I. ""Pinín""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33710,33027850
"Denominación específica: E.E.I. ""La Corredoria""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33011,33028817
"Denominación específica: E.E.I. ""Dolores Medio""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33013,33028246
"Denominación específica: E.E.I. ""La Florida""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33012,33028881
"Denominación específica: E.E.I. ""Montenuño""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33011,33028593
"Denominación específica: E.E.I. ""El Carbayo""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33450,33028222
"Denominación específica: E.E.I. ""Bernardo Sopeña""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33424,33027709
Denominación específica: E.E.I. de Pravia,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33120,33028969
"Denominación específica: E.E.I. ""Ribadesella""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33560,33028908
"Denominación específica: E.E.I. ""Flor del Agua""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33993,33029366
"Denominación específica: E.E.I. ""Teverga""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33110,33028933
"Denominación específica: E.E.I. ""San Martín""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33950,33028121
"Denominación específica: E.E.I. ""Taramundi""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33775,33028763
Denominación específica: ESCUELA INFANTIL DE Vega de Ouría,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33729,33023716
"Denominación específica: E.E.I. ""La Oliva""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33300,33027734
Denominación específica: EIP ES NIERÓ,Dirección de correo electrónico: esniero@ajalaro.net  ,Teléfono: 971879203,Código postal: 07340,07013796
Denominación específica: FLOR DE MURTA,Dirección de correo electrónico: escoleta@ajalgaida.net  ,Teléfono: 971665820,Código postal: 07210,07013309
Denominación específica: POU DE SA LLUNA,Dirección de correo electrónico: poudesalluna@arta.cat  ,Teléfono: 971835056,Código postal: 07570,07014211
Denominación específica: EI CA SES MONGES,Dirección de correo electrónico: escoletabunyola@gmail.com  ,Teléfono: 971613524,Código postal: 07110,07013000
Denominación específica: EIP CALA D'OR,Dirección de correo electrónico: escoletalamarieta@hotmail.com  ,Teléfono: 971657203,Código postal: 07660,07014053
Denominación específica: EI CALVIÀ VILA,Dirección de correo electrónico: eicalvia@calvia.com  ,Teléfono: 971670023,Código postal: 07184,07015011
Denominación específica: EI TAPERONS,Dirección de correo electrónico: escoleta@ajcampos.org  ,Teléfono: 971652176,Código postal: 07630,07014028
Denominación específica: EEI BENDINAT,Dirección de correo electrónico: eibendinat@calvia.com  ,Teléfono: 971405178,Código postal: 07181,07013051
Denominación específica: EEI FRANCESC DE BORJA MOLL,Dirección de correo electrónico: eifrancescdeborjamoll@educaib.eu  ,Teléfono: 971381862,Código postal: 07760,07013668
Denominación específica: EIP ES PORIOL,Dirección de correo electrónico: poriol.es@gmail.com  ,Teléfono: 971383326,Código postal: 07760,07014077
