Nombre,Email,Telefono,Codigo_Postal,Tipo Centro,Codigo_Escuela
Denominación específica: Las Lomas,Dirección de correo electrónico: 04003810.edu@juntadeandalucia.es  ,Teléfono: 950156772,Código postal: 04740,Naturaleza: Centro público,04003810
Denominación específica: Posidonia,Dirección de correo electrónico: 04009381.edu@juntadeandalucia.es  ,Teléfono: 600149011,Código postal: 04740,Naturaleza: Centro público,04009381
Denominación específica: San Agustín,Dirección de correo electrónico: 04004504.edu@juntadeandalucia.es  ,Teléfono: 950156775,Código postal: 04716,Naturaleza: Centro público,04004504
Denominación específica: Andalucía,Dirección de correo electrónico: 04003354.edu@juntadeandalucia.es  ,Teléfono: 950156907,Código postal: 04117,Naturaleza: Centro público,04003354
Denominación específica: Andalucía,Dirección de correo electrónico: 04601671.edu@juntadeandalucia.es  ,Teléfono: 950579720,Código postal: 04710,Naturaleza: Centro público,04601671
Denominación específica: Santa María del Águila,Dirección de correo electrónico:   ,Teléfono:,Código postal: 04710,Naturaleza: Centro público,04002180
Denominación específica: Padre González Ros,Dirección de correo electrónico: 04004051.edu@juntadeandalucia.es  ,Teléfono: 950368924,Código postal: 04270,Naturaleza: Centro público,04004051
Denominación específica: San Marcos,Dirección de correo electrónico: 04602122.edu@juntadeandalucia.es  ,Teléfono: 950429916,Código postal: 04878,Naturaleza: Centro público,04602122
Denominación específica: Antonia Santaolalla,Dirección de correo electrónico: 04004115.edu@juntadeandalucia.es  ,Teléfono: 677905057,Código postal: 04692,Naturaleza: Centro público,04004115
Denominación específica: Sagrado Corazón de Jesús,Dirección de correo electrónico: 04004176.edu@juntadeandalucia.es  ,Teléfono: 950429914,Código postal: 04880,Naturaleza: Centro público,04004176
Denominación específica: María Cacho Castrillo,Dirección de correo electrónico: 04004206.edu@juntadeandalucia.es  ,Teléfono: 950451954,Código postal: 04639,Naturaleza: Centro público,04004206
Denominación específica: Castillo de los Vélez,Dirección de correo electrónico: 04004309.edu@juntadeandalucia.es  ,Teléfono: 950419908,Código postal: 04830,Naturaleza: Centro público,04004309
Denominación específica: Doctor Severo Ochoa,Dirección de correo electrónico: 04004310.edu@juntadeandalucia.es  ,Teléfono: 950419541,Código postal: 04820,Naturaleza: Centro público,04004310
Denominación específica: Valdeserra,Dirección de correo electrónico: info@colegiovaldeserra.com  ,Teléfono: 950462115,Código postal: 04621,Naturaleza: Centro privado,04009320
Denominación específica: Los Cuatro Caños,Dirección de correo electrónico: 04006197.edu@juntadeandalucia.es  ,Teléfono: 950451719,Código postal: 04620,Naturaleza: Centro público,04006197
Denominación específica: Joaquín Visiedo,Dirección de correo electrónico:   ,Teléfono:,Código postal: 04240,Naturaleza: Centro público,04004449
Denominación específica: Sierra Almagrera,Dirección de correo electrónico:   ,Teléfono:,Código postal: 04616,Naturaleza: Centro público,04602006
Denominación específica: Escuelas Profesionales de la Sagrada Familia,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11180,Naturaleza: Centro privado,11000022
Denominación específica: Juan Armario,Dirección de correo electrónico: 11000010.edu@juntadeandalucia.es  ,Teléfono: 956418500,Código postal: 11180,Naturaleza: Centro público,11000010
Denominación específica: Manuel Portales Garrido,Dirección de correo electrónico: 11007971.edu@juntadeandalucia.es  ,Teléfono: 671533623,Código postal: 11693,Naturaleza: Centro público,11007971
Denominación específica: Huerta de la Cruz,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11203,Naturaleza: Centro privado,11000253
Denominación específica: Los Pinos,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11205,Naturaleza: Centro privado,11000319
Denominación específica: María Auxiliadora,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11203,Naturaleza: Centro privado,11000265
Denominación específica: Nuestra Señora de los Milagros,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11205,Naturaleza: Centro privado,11000526
Denominación específica: San José Virgen de la Palma,Dirección de correo electrónico: rosa.barranco@colegiosfec.com  ,Teléfono: 956602201,Código postal: 11207,Naturaleza: Centro privado,11000290
Denominación específica: Alfonso XI,Dirección de correo electrónico: 11000113.edu@juntadeandalucia.es  ,Teléfono: 956670700,Código postal: 11206,Naturaleza: Centro público,11000113
Denominación específica: Blanca de los Ríos,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11204,Naturaleza: Centro público,11006516
Denominación específica: Campo de Gibraltar,Dirección de correo electrónico: 11603099.edu@juntadeandalucia.es  ,Teléfono: 956670833,Código postal: 11203,Naturaleza: Centro público,11603099
Denominación específica: Los Arcos,Dirección de correo electrónico: 11602630.edu@juntadeandalucia.es  ,Teléfono: 956670821,Código postal: 11206,Naturaleza: Centro público,11602630
Denominación específica: Ntra. Sra. de Europa,Dirección de correo electrónico: 11000393.edu@juntadeandalucia.es  ,Teléfono: 956670769,Código postal: 11206,Naturaleza: Centro público,11000393
Denominación específica: Puerta del Mar,Dirección de correo electrónico: 11000435.edu@juntadeandalucia.es  ,Teléfono: 956670585,Código postal: 11204,Naturaleza: Centro público,11000435
Denominación específica: San García,Dirección de correo electrónico: 11603464.edu@juntadeandalucia.es  ,Teléfono: 956670803,Código postal: 11207,Naturaleza: Centro público,11603464
Denominación específica: Tartessos,Dirección de correo electrónico: 11006802.edu@juntadeandalucia.es  ,Teléfono: 956670850,Código postal: 11207,Naturaleza: Centro público,11006802
Denominación específica: Virgen del Pilar,Dirección de correo electrónico: 11000332.edu@juntadeandalucia.es  ,Teléfono: 956670759,Código postal: 11206,Naturaleza: Centro público,11000332
Denominación específica: Los Alcornocales,Dirección de correo electrónico: 11012474.edu@juntadeandalucia.es  ,Teléfono: 671531758,Código postal: 11202,Naturaleza: Centro público,11012474
Denominación específica: Miguel de Cervantes,Dirección de correo electrónico: 11000551.edu@juntadeandalucia.es  ,Teléfono: 956128658,Código postal: 11680,Naturaleza: Centro público,11000551
Denominación específica: La Salle-Fundación Moreno Bachiller,Dirección de correo electrónico:   ,Teléfono: 956700611,Código postal: 11630,Naturaleza: Centro privado,11000654
Denominación específica: Campoameno,Dirección de correo electrónico: 11602782.edu@juntadeandalucia.es  ,Teléfono: 956709815,Código postal: 11630,Naturaleza: Centro público,11602782
Denominación específica: Maestro Juan Apresa,Dirección de correo electrónico: 11007995.edu@juntadeandalucia.es  ,Teléfono: 956709810,Código postal: 11630,Naturaleza: Centro público,11007995
Denominación específica: Riofrío,Dirección de correo electrónico: 11008318.edu@juntadeandalucia.es  ,Teléfono: 956709813,Código postal: 11630,Naturaleza: Centro público,11008318
Denominación específica: San Miguel,Dirección de correo electrónico: 11000629.edu@juntadeandalucia.es  ,Teléfono: 956709635,Código postal: 11630,Naturaleza: Centro público,11000629
Denominación específica: Baessipo,Dirección de correo electrónico: 11000812.edu@juntadeanadalucia.es  ,Teléfono: 956459925,Código postal: 11160,Naturaleza: Centro público,11000812
Denominación específica: Estrella del Mar,Dirección de correo electrónico: 11000794.edu@juntadeandalucia.es  ,Teléfono: 956459524,Código postal: 11160,Naturaleza: Centro público,11000794
Denominación específica: Juan XXIII,Dirección de correo electrónico: 11000769.edu@juntadeandalucia.es  ,Teléfono: 956459924,Código postal: 11160,Naturaleza: Centro público,11000769
Denominación específica: Campos de Conil,Dirección de correo electrónico: 11603491.edu@juntadeandalucia.es  ,Teléfono: 956459728,Código postal: 11149,Naturaleza: Centro público,11603491
Denominación específica: Tajo de las Figuras,Dirección de correo electrónico: 11008331.edu@juntadeandalucia.es  ,Teléfono: 956418555,Código postal: 11190,Naturaleza: Centro público,11008331
Denominación específica: Nuestra Señora de los Reyes,Dirección de correo electrónico: direccionbonanza@maristasmediterranea.com  ,Teléfono: 956360101,Código postal: 11540,Naturaleza: Centro privado,11005381
Denominación específica: San Juan de Ribera,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11640,Naturaleza: Centro público,11000988
Denominación específica: Argantonio,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11007,Naturaleza: Centro privado,11001348
Denominación específica: Escuelas Profesionales de la Sagrada Familia,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11007,Naturaleza: Centro privado,11001555
Denominación específica: La Salle-Mirandilla,Dirección de correo electrónico: dirmirandilla@lasalleandalucia.net  ,Teléfono: 956266879,Código postal: 11002,Naturaleza: Centro privado,11001609
Denominación específica: Nuestra Señora de Lourdes,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11011,Naturaleza: Centro privado,11603415
Denominación específica: San Felipe Neri,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11008,Naturaleza: Centro privado,11001294
Denominación específica: San Ignacio,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11009,Naturaleza: Centro privado,11001567
Denominación específica: Adolfo de Castro,Dirección de correo electrónico: 11001713.edu@juntadeandalucia.es  ,Teléfono: 956243322,Código postal: 11012,Naturaleza: Centro público,11001713
Denominación específica: Carlos III,Dirección de correo electrónico: 11602988.edu@juntadeandalucia.es  ,Teléfono: 956243264,Código postal: 11003,Naturaleza: Centro público,11602988
Denominación específica: Fermín Salvochea,Dirección de correo electrónico: 11602526.edu@juntadeandalucia.es  ,Teléfono: 956243334,Código postal: 11011,Naturaleza: Centro público,11602526
Denominación específica: José Celestino Mutis,Dirección de correo electrónico: 11001610.edu@juntadeandalucia.es  ,Teléfono: 956243328,Código postal: 11004,Naturaleza: Centro público,11001610
Denominación específica: La Inmaculada,Dirección de correo electrónico: 11001154.edu@juntadeandalucia.es  ,Teléfono: 956243423,Código postal: 11011,Naturaleza: Centro público,11001154
Denominación específica: Profesor Tierno Galván,Dirección de correo electrónico: 11603105.edu@juntadeandalucia.es  ,Teléfono: 956243303,Código postal: 11011,Naturaleza: Centro público,11603105
Denominación específica: San Felipe,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11003,Naturaleza: Centro público,11602824
Denominación específica: Santa Teresa,Dirección de correo electrónico: 11602836.edu@juntadeandalucia.es  ,Teléfono: 956243336,Código postal: 11002,Naturaleza: Centro público,11602836
Denominación específica: Tierno Galván,Dirección de correo electrónico: 11006723.edu@juntadeandalucia.es  ,Teléfono: 956670591,Código postal: 11350,Naturaleza: Centro público,11006723
Denominación específica: La Salle San José,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11130,Naturaleza: Centro privado,11002183
Denominación específica: San Agustín,Dirección de correo electrónico: secretaria@chiclanasanagustin.com  ,Teléfono: 956400423,Código postal: 11130,Naturaleza: Centro privado,11002171
Denominación específica: Alameda,Dirección de correo electrónico: 11002109.edu@juntadeandalucia.es  ,Teléfono: 956243523,Código postal: 11130,Naturaleza: Centro público,11002109
Denominación específica: El Castillo,Dirección de correo electrónico: 11007843.edu@juntadeandalucia.es  ,Teléfono: 956243762,Código postal: 11130,Naturaleza: Centro público,11007843
Denominación específica: El Trovador,Dirección de correo electrónico: 11002146.edu@juntadeandalucia.es  ,Teléfono: 956243901,Código postal: 11130,Naturaleza: Centro público,11002146
Denominación específica: Giner de los Ríos,Dirección de correo electrónico: 11603427.edu@juntadeandalucia.es  ,Teléfono: 956243980,Código postal: 11130,Naturaleza: Centro público,11603427
Denominación específica: José de la Vega Barrios,Dirección de correo electrónico: 11002158.edu@juntadeandalucia.es  ,Teléfono: 956243927,Código postal: 11130,Naturaleza: Centro público,11002158
Denominación específica: La Barrosa,Dirección de correo electrónico: 11006528.edu@juntadeandalucia.es  ,Teléfono: 956243446,Código postal: 11130,Naturaleza: Centro público,11006528
Denominación específica: Maestra Carmen Sedofeito,Dirección de correo electrónico: 11006759.edu@juntadeandalucia.es  ,Teléfono: 956243939,Código postal: 11130,Naturaleza: Centro público,11006759
Denominación específica: Profesor Tierno Galván,Dirección de correo electrónico: 11602851.edu@juntadeandalucia.es  ,Teléfono: 956243615,Código postal: 11130,Naturaleza: Centro público,11602851
Denominación específica: Serafina Andrades,Dirección de correo electrónico: 11002225.edu@juntadeandalucia.es  ,Teléfono: 956243530,Código postal: 11130,Naturaleza: Centro público,11002225
Denominación específica: Virgen de Regla,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11550,Naturaleza: Centro privado,11002262
Denominación específica: Lapachar,Dirección de correo electrónico: lapachar@terra.es  ,Teléfono: 956372889,Código postal: 11550,Naturaleza: Centro público,11002274
Denominación específica: Maestro Manuel Aparcero,Dirección de correo electrónico: 11006929.edu@juntadeandalucia.es  ,Teléfono: 956386917,Código postal: 11550,Naturaleza: Centro público,11006929
"Denominación específica: Jesús, María y José",Dirección de correo electrónico:   ,Teléfono:,Código postal: 11140,Naturaleza: Centro privado,11001993
Denominación específica: Los Bateles,Dirección de correo electrónico: 11006905.edu@juntadeandalucia.es  ,Teléfono: 956459900,Código postal: 11140,Naturaleza: Centro público,11006905
Denominación específica: Los Cortijillos,Dirección de correo electrónico: 11000939.edu@juntadeandalucia.es  ,Teléfono: 956670910,Código postal: 11379,Naturaleza: Centro público,11000939
Denominación específica: Albarracín,Dirección de correo electrónico: 11001038.edu@juntadeandalucia.es  ,Teléfono: 956709541,Código postal: 11670,Naturaleza: Centro público,11001038
Denominación específica: Poeta Julio Mariscal,Dirección de correo electrónico: 11603294.edu@juntadeandalucia.es  ,Teléfono: 956709543,Código postal: 11620,Naturaleza: Centro público,11603294
Denominación específica: Virgen del Mar,Dirección de correo electrónico: 11003473.edu@juntadeandalucia.es  ,Teléfono: 856811533,Código postal: 11596,Naturaleza: Centro público,11003473
Denominación específica: Escuelas Profesionales de la Sagrada Familia-San Luis,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11500,Naturaleza: Centro privado,11004349
Denominación específica: Grazalema,Dirección de correo electrónico: secretaria.grazalema@grazalema-guadalete.com  ,Teléfono: 956561542,Código postal: 11500,Naturaleza: Centro privado,11004477
Denominación específica: La Salle-Santa Natalia,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11500,Naturaleza: Centro privado,11004337
Denominación específica: Nuestra Señora de la Merced,Dirección de correo electrónico: lamercedpuerto@gmail.com  ,Teléfono: 956541755,Código postal: 11500,Naturaleza: Centro privado,11004258
Denominación específica: Sagrado Corazón,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11500,Naturaleza: Centro privado,11004313
Denominación específica: Costa Oeste,Dirección de correo electrónico: 11006531.edu@juntadeandalucia.es  ,Teléfono: 956243457,Código postal: 11500,Naturaleza: Centro público,11006531
Denominación específica: El Juncal,Dirección de correo electrónico: 11007442.edu@juntadeandalucia.es  ,Teléfono: 956243125,Código postal: 11500,Naturaleza: Centro público,11007442
Denominación específica: La Florida,Dirección de correo electrónico: 11006541.edu@juntadeandalucia.es  ,Teléfono: 671531263,Código postal: 11500,Naturaleza: Centro público,11006541
Denominación específica: Marqués de Santa Cruz,Dirección de correo electrónico: 11009311.edu@juntadeandalucia.es  ,Teléfono: 956480018,Código postal: 11500,Naturaleza: Centro público,11009311
Denominación específica: Pinar Hondo,Dirección de correo electrónico: 11007399.edu@juntadeandalucia.es  ,Teléfono: 956243587,Código postal: 11500,Naturaleza: Centro público,11007399
Denominación específica: Sericícola,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11500,Naturaleza: Centro público,11004234
Denominación específica: La Gaviota,Dirección de correo electrónico: 11602897.edu@juntadeandalucia.es  ,Teléfono: 956243622,Código postal: 11500,Naturaleza: Centro público,11602897
Denominación específica: Antonio Machado,Dirección de correo electrónico: 11002328.edu@juntadeandalucia.es  ,Teléfono: 956709590,Código postal: 11648,Naturaleza: Centro público,11002328
Denominación específica: Pablo Picasso,Dirección de correo electrónico: 11002471.edu@juntadeandalucia.es  ,Teléfono: 856811960,Código postal: 11593,Naturaleza: Centro público,11002471
Denominación específica: Gibalbín,Dirección de correo electrónico: 11007867.edu@juntadeandalucia.es  ,Teléfono: 671531567,Código postal: 11592,Naturaleza: Centro público,11007867
Denominación específica: Guadaluz,Dirección de correo electrónico: 11006553.edu@juntadeandalucia.es  ,Teléfono: 856811650,Código postal: 11591,Naturaleza: Centro público,11006553
Denominación específica: Gloria Fuertes,Dirección de correo electrónico: 11005688.edu@juntadeandalucia.es  ,Teléfono: 956670901,Código postal: 11311,Naturaleza: Centro público,11005688
Denominación específica: Albariza,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11407,Naturaleza: Centro privado,11002912
Denominación específica: Colegio Esclavas S.C.J.,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11402,Naturaleza: Centro privado,11002845
Denominación específica: Escuelas Profesionales de la Sagrada Familia,Dirección de correo electrónico: jerez@safa.edu  ,Teléfono: 956304589,Código postal: 11407,Naturaleza: Centro privado,11003001
Denominación específica: Jesús María-El Cuco,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11407,Naturaleza: Centro privado,11002870
Denominación específica: Laude El Altillo School,Dirección de correo electrónico: info@laudealtillo.com  ,Teléfono: 956302400,Código postal: 11407,Naturaleza: Centro privado,11603646
Denominación específica: Manuel Lora Tamayo,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11408,Naturaleza: Centro privado,11003242
Denominación específica: Montaigne,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11402,Naturaleza: Centro privado,11003023
Denominación específica: Nuestra Señora del Pilar,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11407,Naturaleza: Centro privado,11002857
Denominación específica: Oratorio Padre Torres Silva,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11401,Naturaleza: Centro privado,11002936
Denominación específica: Saint Thomas School,Dirección de correo electrónico: highlandsjerez@yahoo.es  ,Teléfono: 956329725,Código postal: 11406,Naturaleza: Centro privado,11012073
Denominación específica: San Juan Bosco,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11403,Naturaleza: Centro privado,11003047
Denominación específica: Alfonso X El Sabio,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11404,Naturaleza: Centro público,11002997
Denominación específica: Antonio Machado,Dirección de correo electrónico: 11007016.edu@juntadeandalucia.es  ,Teléfono: 856811520,Código postal: 11407,Naturaleza: Centro público,11007016
Denominación específica: Blas Infante,Dirección de correo electrónico: 11008100.edu@juntadeandalucia.es  ,Teléfono: 856811845,Código postal: 11406,Naturaleza: Centro público,11008100
Denominación específica: Cuartillo,Dirección de correo electrónico: 11603002.edu@juntadeandalucia.es  ,Teléfono: 856811841,Código postal: 11593,Naturaleza: Centro público,11603002
Denominación específica: El Retiro,Dirección de correo electrónico: 11003084.edu@juntadeandalucia.es  ,Teléfono: 856811504,Código postal: 11406,Naturaleza: Centro público,11003084
Denominación específica: Federico García Lorca,Dirección de correo electrónico: 11003321.edu@juntadeandalucia.es  ,Teléfono: 856811945,Código postal: 11408,Naturaleza: Centro público,11003321
Denominación específica: Gloria Fuertes,Dirección de correo electrónico: 11002663.edu@juntadeandalucia.es  ,Teléfono: 856811911,Código postal: 11405,Naturaleza: Centro público,11002663
Denominación específica: Juventud,Dirección de correo electrónico: 11003254.edu@juntadeandalucia.es  ,Teléfono: 856811940,Código postal: 11408,Naturaleza: Centro público,11003254
Denominación específica: La Marquesa,Dirección de correo electrónico: 11006607.edu@juntadeandalucia.es  ,Teléfono: 856811698,Código postal: 11406,Naturaleza: Centro público,11006607
Denominación específica: Las Granjas,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11405,Naturaleza: Centro público,11006930
Denominación específica: Luis Vives,Dirección de correo electrónico: 11003278.edu@juntadeandalucia.es  ,Teléfono: 856811942,Código postal: 11404,Naturaleza: Centro público,11003278
Denominación específica: Miguel de Cervantes,Dirección de correo electrónico: 11002602.edu@juntadeandalucia.es  ,Teléfono: 856811974,Código postal: 11403,Naturaleza: Centro público,11002602
Denominación específica: Ntra. Sra. de la Paz,Dirección de correo electrónico: 11002675.edu@juntadeandalucia.es  ,Teléfono: 856811531,Código postal: 11406,Naturaleza: Centro público,11002675
Denominación específica: Poeta Carlos Álvarez,Dirección de correo electrónico: 11008276.edu@juntadeandalucia.es  ,Teléfono: 856811553,Código postal: 11408,Naturaleza: Centro público,11008276
Denominación específica: San José Obrero,Dirección de correo electrónico: 11002626.edu@juntadeandalucia.es  ,Teléfono: 856811977,Código postal: 11405,Naturaleza: Centro público,11002626
Denominación específica: San Vicente de Paúl,Dirección de correo electrónico: 11002572.edu@juntadeandalucia.es  ,Teléfono: 856811972,Código postal: 11408,Naturaleza: Centro público,11002572
Denominación específica: Torresoto,Dirección de correo electrónico: 11006981.edu@juntadeandalucia.es  ,Teléfono: 856811985,Código postal: 11401,Naturaleza: Centro público,11006981
Denominación específica: Aljibe,Dirección de correo electrónico: 11603439.edu@juntadeandalucia.es  ,Teléfono: 956670783,Código postal: 11339,Naturaleza: Centro público,11603439
Denominación específica: Maestra Caridad Ruiz,Dirección de correo electrónico: 11005342.edu@juntadeandalucia.es  ,Teléfono: 956386920,Código postal: 11549,Naturaleza: Centro público,11005342
Denominación específica: La Ina,Dirección de correo electrónico: 11603014.edu@juntadeandalucia.es  ,Teléfono: 956156635,Código postal: 11595,Naturaleza: Centro público,11603014
Denominación específica: Juan Pablo II-San Pedro,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11300,Naturaleza: Centro privado,11003722
Denominación específica: San Juan Bosco,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11300,Naturaleza: Centro privado,11003801
Denominación específica: Carlos V,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11300,Naturaleza: Centro público,11003758
Denominación específica: Huerta Fava,Dirección de correo electrónico: 11003837.edu@juntadeandalucia.es  ,Teléfono: 956670244,Código postal: 11300,Naturaleza: Centro público,11003837
Denominación específica: Isabel La Católica,Dirección de correo electrónico: 11003692.edu@juntadeandalucia.es  ,Teléfono: 956670921,Código postal: 11300,Naturaleza: Centro público,11003692
Denominación específica: Ntra. Sra. de las Mercedes,Dirección de correo electrónico: 11003709.edu@juntadeandalucia.es  ,Teléfono: 956670691,Código postal: 11300,Naturaleza: Centro público,11003709
Denominación específica: Pedro Simón Abril,Dirección de correo electrónico: 11003783.edu@juntadeandalucia.es  ,Teléfono: 956670934,Código postal: 11300,Naturaleza: Centro público,11003783
Denominación específica: Santa Ana,Dirección de correo electrónico: 11003825.edu@juntadeandalucia.es  ,Teléfono: 956670940,Código postal: 11300,Naturaleza: Centro público,11003825
Denominación específica: Velada,Dirección de correo electrónico: 11003710.edu@juntadeandalucia.es  ,Teléfono: 671533096,Código postal: 11300,Naturaleza: Centro público,11003710
Denominación específica: Salado-Breña,Dirección de correo electrónico: 11603385.edu@juntadeandalucia.es  ,Teléfono: 956459507,Código postal: 11150,Naturaleza: Centro público,11603385
Denominación específica: Don Luis Lamadrid,Dirección de correo electrónico: 11602976.edu@juntadeandalucia.es  ,Teléfono: 956670780,Código postal: 11370,Naturaleza: Centro público,11602976
Denominación específica: San Isidro Labrador,Dirección de correo electrónico: 11000885.edu@juntadeandalucia.es  ,Teléfono: 956670908,Código postal: 11370,Naturaleza: Centro público,11000885
Denominación específica: Nuestra Señora de la Paz,Dirección de correo electrónico:   ,Teléfono: 956410060,Código postal: 11170,Naturaleza: Centro privado,11004003
Denominación específica: Antonio Machado,Dirección de correo electrónico: 11603567.edu@juntadeandalucia.es  ,Teléfono: 956418535,Código postal: 11179,Naturaleza: Centro público,11603567
Denominación específica: Santiago El Mayor,Dirección de correo electrónico: 11004015.edu@juntadeandalucia.es  ,Teléfono: 956418900,Código postal: 11170,Naturaleza: Centro público,11004015
Denominación específica: Nueva Jarilla,Dirección de correo electrónico: 11003461.edu@juntadeandalucia.es  ,Teléfono: 856811947,Código postal: 11592,Naturaleza: Centro público,11003461
Denominación específica: San José de Calasanz,Dirección de correo electrónico: 11004076.edu@juntadeandalucia.es  ,Teléfono: 956128560,Código postal: 11690,Naturaleza: Centro público,11004076
Denominación específica: Ntra. Sra. de Guadalupe,Dirección de correo electrónico: 11000952.edu@juntadeandalucia.es  ,Teléfono: 956670912,Código postal: 11379,Naturaleza: Centro público,11000952
Denominación específica: Pablo de Olavide,Dirección de correo electrónico: 11004118.edu@juntadeandalucia.es  ,Teléfono: 956709940,Código postal: 11660,Naturaleza: Centro público,11004118
Denominación específica: Sagrado Corazón,Dirección de correo electrónico: 11005691.edu@juntadeandalucia.es  ,Teléfono: 956670792,Código postal: 11313,Naturaleza: Centro público,11005691
Denominación específica: Juan Pablo II-Santo Ángel,Dirección de correo electrónico: colegio@juanpablosegundopuertoreal.es  ,Teléfono: 956830290,Código postal: 11510,Naturaleza: Centro privado,11004635
Denominación específica: El Trocadero,Dirección de correo electrónico: 11007511.edu@juntadeandalucia.es  ,Teléfono: 956243590,Código postal: 11510,Naturaleza: Centro público,11007511
Denominación específica: Reggio,Dirección de correo electrónico: 11004659.edu@juntadeandalucia.es  ,Teléfono: 956243149,Código postal: 11510,Naturaleza: Centro público,11004659
Denominación específica: Arquitecto Leoz,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11510,Naturaleza: Centro público,11008011
Denominación específica: Escuelas Verdes,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11659,Naturaleza: Centro público,11007089
Denominación específica: El Colorado,Dirección de correo electrónico: 11602848.edu@juntadeandalucia.es  ,Teléfono: 956459749,Código postal: 11149,Naturaleza: Centro público,11602848
Denominación específica: Nuestra Señora del Rosario,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11520,Naturaleza: Centro privado,11004830
Denominación específica: Azorín,Dirección de correo electrónico: 11004805.edu@juntadeandalucia.es  ,Teléfono: 956243547,Código postal: 11520,Naturaleza: Centro público,11004805
Denominación específica: Maestro Eduardo Lobillo,Dirección de correo electrónico: 11007090.edu@juntadeandalucia.es  ,Teléfono: 956243702,Código postal: 11520,Naturaleza: Centro público,11007090
Denominación específica: San José de Calasanz,Dirección de correo electrónico: 11004829.edu@juntadeandalucia.es  ,Teléfono: 956243905,Código postal: 11520,Naturaleza: Centro público,11004829
Denominación específica: Compañía de María,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11100,Naturaleza: Centro privado,11005111
Denominación específica: Liceo Sagrado Corazón,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11100,Naturaleza: Centro privado,11005019
Denominación específica: Nuestra Señora del Carmen,Dirección de correo electrónico: 11005007.edu@juntadeandalucia.es  ,Teléfono: 956890216,Código postal: 11100,Naturaleza: Centro privado,11005007
Denominación específica: Arquitecto Leoz,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11100,Naturaleza: Centro público,11007260
Denominación específica: Casería de Ossio,Dirección de correo electrónico: 11004911.edu@juntadeandalucia.es  ,Teléfono: 956243561,Código postal: 11100,Naturaleza: Centro público,11004911
Denominación específica: Erytheia,Dirección de correo electrónico: 11603373.edu@juntadeandalucia.es  ,Teléfono: 956243683,Código postal: 11100,Naturaleza: Centro público,11603373
Denominación específica: Juan Sebastián Elcano,Dirección de correo electrónico: 11004210.edu@juntadeandalucia.es  ,Teléfono: 956243147,Código postal: 11100,Naturaleza: Centro público,11004210
Denominación específica: La Constitución,Dirección de correo electrónico: 11602629.edu@juntadeandalucia.es  ,Teléfono: 956243612,Código postal: 11100,Naturaleza: Centro público,11602629
Denominación específica: Los Esteros,Dirección de correo electrónico:   ,Teléfono:,Código postal: 11100,Naturaleza: Centro público,11603038
Denominación específica: Padre José Casal Carrillo,Dirección de correo electrónico: 11007272.edu@juntadeandalucia.es  ,Teléfono: 956243585,Código postal: 11100,Naturaleza: Centro público,11007272
Denominación específica: Quintanilla,Dirección de correo electrónico: 11005160.edu@juntadeandalucia.es  ,Teléfono: 956243569,Código postal: 11100,Naturaleza: Centro público,11005160
Denominación específica: Reina de la Paz,Dirección de correo electrónico: 11004970.edu@juntadeandalucia.es  ,Teléfono: 956243565,Código postal: 11100,Naturaleza: Centro público,11004970
Denominación específica: Servando Camúñez,Dirección de correo electrónico: 11006383.edu@juntadeandalucia.es  ,Teléfono: 956243933,Código postal: 11100,Naturaleza: Centro público,11006383
